"id","sex","age","rs","fid","agef","daddiff","rsf","mid","agem","mumdiff","rsm"
"ch6uq","m",26.7479457855225,0.819999992847443,"dqclv",55.6931495666504,28.9452056884766,9,"huj5c",53.6904106140137,26.9424648284912,9
"u320z","f",24.7561645507812,0.819999992847443,"qojbm",45.6849327087402,20.9287662506104,7,"tk810",42.4000015258789,17.643835067749,7
"xdjej","m",21.5616436004639,0,"z560m",51.6904106140137,30.1287670135498,6,"c37zu",45.6849327087402,24.1232872009277,6
"wpj9z","f",17.6657543182373,0,NA,NA,NA,NA,"kzzxj",46.687671661377,29.0219173431396,4
"truzn","m",17.4136981964111,0,"hbqud",38.6821899414062,21.2684936523438,10,"qniz8",36.2219161987305,18.808219909668,1
"kkhu8","f",21.5068492889404,0.819999992847443,"pelx6",44.6849327087402,23.1780815124512,7,"h2u4u",42.6849327087402,21.1780815124512,7
"ppu5w","m",28.6739730834961,1.63999998569489,"y8zqe",46.0328750610352,17.3589038848877,8,"lcr80",44.6699981689453,15.9960269927979,8
"i62wh","f",36.2356147766113,2.8199999332428,NA,NA,NA,NA,NA,NA,NA,NA
"zkb00","m",44.6849327087402,1.82000005245209,NA,NA,NA,NA,NA,NA,NA,NA
"itj4x","m",32.6767120361328,2.8199999332428,"d1mdm",65.6986312866211,33.0219192504883,5,"nyc7c",59.6958885192871,27.0191783905029,5
"w63vm","f",29.1123294830322,2.64000010490417,"gkr12",58.4931488037109,29.3808212280273,8,"yh33s",49.2904090881348,20.1780815124512,8
"pnqfo","f",23.476713180542,2.64000010490417,NA,NA,NA,NA,"yori3",45.216438293457,21.739725112915,6
"d0ttf","m",43.9013710021973,4,"m2coc",71.7041091918945,27.8027400970459,4,"rotbq",68.7013702392578,24.7999992370605,4
"jwmj8","m",16.6246566772461,0,"b02l0",68.1095886230469,51.4849319458008,11,"lvkzl",58,41.3753433227539,4
"nn90f","f",27.7534255981445,5.28000020980835,NA,NA,NA,NA,NA,NA,NA,NA
"wjghp","m",19.668493270874,0,"we03l",61.6958885192871,42.0273971557617,5,"ccjbb",49.687671661377,30.0191783905029,5
"k88k8","m",34.6794509887695,2,NA,NA,NA,NA,NA,NA,NA,NA
"ulwrp","f",27.5506858825684,2.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"svb0c","f",41.6821899414062,2,"d1mdm",65.6986312866211,24.0164375305176,5,"nyc7c",59.6958885192871,18.0136985778809,5
"gapa8","f",62.6986312866211,8,NA,NA,NA,NA,NA,NA,NA,NA
"pxuol","f",26.6739730834961,2.64000010490417,"bl9vt",71.1342468261719,44.4602737426758,6,"eocnw",59.6958885192871,33.0219192504883,9
"fzca2","f",24.76438331604,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vxiup","m",31.3808212280273,1.63999998569489,"hbl75",67.9534225463867,36.5726013183594,5,"yen44",66.5232849121094,35.1424674987793,5
"fs8ry","m",49.783561706543,2,"rah09",77.0904083251953,27.306848526001,5,"ktlim",78.7315063476562,28.9479446411133,5
"shmnm","f",80.5780792236328,8,NA,NA,NA,NA,NA,NA,NA,NA
"rqri2","f",37.6794509887695,0,"a9li1",81.5369873046875,43.8575325012207,8,"siwhu",71.1600036621094,33.4805488586426,8
"u6kip","f",20.668493270874,0.819999992847443,NA,NA,NA,NA,NA,NA,NA,NA
"p2h9d","f",15.6712331771851,0,"x3o5o",61.6958885192871,46.024658203125,8,"tlhov",50.8054809570312,35.1342468261719,9
"np17s","m",53.6904106140137,8.81999969482422,"f3ixh",72.04931640625,18.3589038848877,7,"dit9p",72.9643859863281,19.2739734649658,6
"fvmfe","f",24.3260269165039,1.82000005245209,"su674",57.6931495666504,33.3671226501465,8,"q9ltf",51.9945220947266,27.668493270874,8
"yhpuu","f",39.6821899414062,2,NA,NA,NA,NA,NA,NA,NA,NA
"axtgr","f",18.1698627471924,0.819999992847443,"x3o5o",61.6958885192871,43.5260276794434,8,"tlhov",50.8054809570312,32.6356163024902,9
"hdl55","f",36.6794509887695,4.6399998664856,"jjux9",61.6958885192871,25.0164375305176,8,"x7fgu",58.6958885192871,22.0164375305176,8
"g2ikt","m",25.6767120361328,NA,NA,NA,NA,NA,"qno1t",60.6958885192871,35.0191764831543,3
"vvixb","f",32.6767120361328,4.6399998664856,NA,NA,NA,NA,"ldo6h",50.6164398193359,17.9397258758545,5
"z4oz2","m",44.2849311828613,5.82000017166138,"lm10r",69.4904098510742,25.2054786682129,9,"spq5s",61.8400001525879,17.5550689697266,3
"wz3wm","m",34,0,"vnsnz",67.7013702392578,33.7013702392578,8,"zmak2",67.7013702392578,33.7013702392578,8
"g2qu6","m",46.687671661377,1,NA,NA,NA,NA,NA,NA,NA,NA
"dgdi4","m",20.4410953521729,0,"jk2ol",48.5972595214844,28.1561641693115,8,"cwcl0",41.1150703430176,20.6739730834961,8
"olxyj","f",25.6712322235107,0,"s6ywf",52.6904106140137,27.0191783905029,6,"il6db",51.6904106140137,26.0191783905029,6
"msrcp","f",44.6849327087402,6.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"lbz1w","f",31.6958904266357,2.8199999332428,"ibcbz",69.5205459594727,37.8246574401855,6,"iay1e",75.0500030517578,43.3541107177734,6
"jc59s","f",38.1753425598145,3.8199999332428,NA,NA,NA,NA,NA,NA,NA,NA
"vo3o3","f",43.5698623657227,9.64000034332275,"j5l7w",74.7068481445312,31.1369857788086,5,"fishc",50.2821922302246,6.71232891082764,5
"f9fzz","f",31.0219173431396,3,"p3zo7",54.0356178283691,23.0136985778809,4,"pkk0e",55.2000007629395,24.1780815124512,4
"h6ruz","f",43.6849327087402,6,NA,NA,NA,NA,NA,NA,NA,NA
"nohct","m",25.5424652099609,0,"wovdr",53.0054779052734,27.4630146026611,11,"jg4s2",52.689998626709,27.147533416748,9
"x93bj","f",20.6739730834961,1,NA,NA,NA,NA,"tlhov",50.8054809570312,30.1315059661865,9
"ei6is","f",23.0054798126221,2.46000003814697,NA,NA,NA,NA,NA,NA,NA,NA
"nq1uu","m",31.6767120361328,1,"dqclv",55.6931495666504,24.0164375305176,9,"huj5c",53.6904106140137,22.0136985778809,9
"wpe17","m",17.6712322235107,0,"nsc6f",54.0383567810059,36.3671226501465,6,"ntacu",55.6986312866211,38.0273971557617,6
"qeq63","f",37.6794509887695,4,"yv3ox",79.0547943115234,41.3753433227539,5,"vjtmu",83.5726013183594,45.8931503295898,5
"t59rk","m",31.6767120361328,2.64000010490417,"frfis",69.6109619140625,37.9342460632324,8,"veo3p",58.5862998962402,26.9095897674561,4
"s1i17","m",41.6821899414062,0,"st5hd",71.7041091918945,30.0219173431396,3,"e8kwg",64.6986312866211,23.0164375305176,3
"cuksw","f",29.6739730834961,1.63999998569489,NA,NA,NA,NA,NA,NA,NA,NA
"l9oap","m",32.6767120361328,1,"lxdio",NA,NA,NA,"sugb4",58.0410957336426,25.3643836975098,7
"hm2ft","m",18.7424659729004,0,"f4r9v",41.6109580993652,22.8684940338135,4,"mkpcm",35.024658203125,16.2821922302246,4
"hcjks","m",23.6712322235107,0,"y8zqe",46.0328750610352,22.361644744873,8,"lcr80",44.6699981689453,20.9987678527832,8
"dzkcu","f",23.4328765869141,1.82000005245209,"y39j1",58.6958885192871,35.263011932373,5,"ahb5u",57.6931495666504,34.2602729797363,5
"hi4t0","f",55.9452056884766,6,"j02o1",77.0400009155273,21.0947952270508,4,"dysgr",81.6958923339844,25.7506847381592,4
"wo7v8","m",57.3835601806641,5,NA,NA,NA,NA,NA,NA,NA,NA
"z7hv0","f",28.6739730834961,4.46000003814697,"x3o5o",61.6958885192871,33.0219192504883,8,"tlhov",50.8054809570312,22.1315059661865,9
"xwnwy","f",61.6958885192871,1,NA,NA,NA,NA,NA,NA,NA,NA
"g65o5","m",70.7041091918945,8,NA,NA,NA,NA,NA,NA,NA,NA
"orhrs","m",24.6410961151123,0,"v5viw",47.263011932373,22.6219177246094,7,"vi3sc",45.3397254943848,20.6986293792725,8
"z3bjh","m",19.0876712799072,0,"z7f7p",40.6821899414062,21.5945205688477,4,"m999c",39.6821899414062,20.5945205688477,4
"s2i9q","m",19.668493270874,0,"rv8ce",42.0301361083984,22.361644744873,7,"o9ut4",45.6849327087402,26.0164375305176,7
"vnozd","f",18.8356170654297,0,NA,NA,NA,NA,"ii6ew",37.1150703430176,18.2794513702393,2
"iohrq","m",31.6767120361328,2.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"u5h6r","f",16.758903503418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fqx4s","f",20.668493270874,0.819999992847443,"s6ywf",52.6904106140137,32.0219192504883,6,"il6db",51.6904106140137,31.0219173431396,6
"zlsyv","m",26.5123291015625,0.819999992847443,"vqyp3",NA,NA,NA,"m6n61",48.687671661377,22.1753425598145,4
"om8pq","m",23.1013698577881,1.63999998569489,"d07y8",38.024658203125,14.9232873916626,9,"azw88",48.312328338623,25.210958480835,7
"p7sx0","f",38.024658203125,0,"l5t1z",64.0438385009766,26.0191783905029,4,"jdspk",81.5534210205078,43.5287666320801,4
"j1loj","m",54.783561706543,NA,"e7how",65.9589004516602,11.1753425598145,5,NA,NA,NA,NA
"p93uf","m",57.6931495666504,10.8199996948242,"ibcbz",69.5205459594727,11.8273973464966,6,"iay1e",75.0500030517578,17.3568496704102,6
"bmle3","m",72.7041091918945,3,NA,NA,NA,NA,NA,NA,NA,NA
"z560m","m",51.6904106140137,6,NA,NA,NA,NA,NA,NA,NA,NA
"c5n0z","f",48.7808227539062,7,NA,NA,NA,NA,NA,NA,NA,NA
"rj9jt","m",38.6821899414062,NA,"m2coc",71.7041091918945,33.0219192504883,4,"rotbq",68.7013702392578,30.0191783905029,4
"vm98a","f",33.5150680541992,3.8199999332428,"jfklq",62.6986312866211,29.1835613250732,1,"h1y9x",NA,NA,NA
"h5wwq","m",24.7616443634033,0,NA,NA,NA,NA,"at95q",49.0328750610352,24.2712326049805,3
"e6c0l","m",30.2904109954834,2.8199999332428,"difg7",34.0219192504883,3.73150682449341,6,"wif8n",51.6904106140137,21.3999996185303,7
"dysgr","f",61.6958885192871,4,NA,NA,NA,NA,NA,NA,NA,NA
"pj6gi","f",46.687671661377,9.64000034332275,NA,NA,NA,NA,NA,NA,NA,NA
"tz5oz","m",38.4000015258789,0,"ibcbz",69.5205459594727,31.120548248291,6,"iay1e",75.0500030517578,36.6500015258789,6
"lpkhl","m",22.3260269165039,1.63999998569489,"d55g6",59.3698616027832,37.0438346862793,6,"uildo",61.7424659729004,39.4164390563965,6
"nbzo2","f",62.6986312866211,3,"jregz",92.7178115844727,30.0191783905029,3,"hr8op",83.5534210205078,20.8547954559326,3
"px23g","m",39.7726020812988,4.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"n684m","f",41.7506866455078,4.82000017166138,"hbl75",67.9534225463867,26.2027397155762,5,"yen44",66.5232849121094,24.7726020812988,5
"oa8jz","m",51.6904106140137,3,"rah09",77.0904083251953,25.3999996185303,5,"ktlim",78.7315063476562,27.0410957336426,5
"m3m35","f",76.7068481445312,2,NA,NA,NA,NA,NA,NA,NA,NA
"m7g5v","f",60.6958885192871,10,NA,NA,NA,NA,NA,NA,NA,NA
"glnwf","m",22.6712322235107,NA,"yk1g9",58.6958885192871,36.024658203125,7,"v2avr",32.6027412414551,9.9315071105957,5
"jxd6u","f",30.6767120361328,0.819999992847443,NA,NA,NA,NA,NA,NA,NA,NA
"ebeo5","m",20.9863014221191,0,"sdpgv",57.6931495666504,36.7068481445312,11,"psbka",53.4137001037598,32.4273986816406,6
"ri8bj","m",38.5232887268066,7.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"ii6ew","f",37.1150703430176,2.8199999332428,"d55g6",59.3698616027832,22.2547950744629,6,"uildo",61.7424659729004,24.6273975372314,6
"s6ywf","m",52.6904106140137,6,NA,NA,NA,NA,NA,NA,NA,NA
"nyzl0","f",36.6794509887695,6.6399998664856,"sn9fd",71.04931640625,34.3698616027832,6,"to6xd",47.0328750610352,10.3534250259399,4
"kzqe6","m",22.6712322235107,0,NA,NA,NA,NA,"q9xao",44.6849327087402,22.0136985778809,6
"ex7xi","m",36.6794509887695,7.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"fn8zs","m",30.3095893859863,0.819999992847443,"lm10r",69.4904098510742,39.1808204650879,9,"eud8v",NA,NA,NA
"evnce","m",18.5835609436035,0,"nde17",39.6821899414062,21.0986309051514,7,"ybfgj",35.6794509887695,17.095890045166,4
"sgjrp","m",20.758903503418,0,"hk7vg",32.0219192504883,11.2630138397217,5,NA,NA,NA,NA
"ns62j","m",61.5534248352051,8,NA,NA,NA,NA,NA,NA,NA,NA
"y0arg","f",17.7808227539062,0,"pelx6",44.6849327087402,26.904109954834,7,"h2u4u",42.6849327087402,24.904109954834,7
"x4e77","f",34.3835601806641,4.6399998664856,"j5l7w",74.7068481445312,40.3232879638672,5,"fishc",50.2821922302246,15.8986301422119,5
"swceb","f",16.758903503418,0,NA,NA,NA,NA,"zfk3n",34.9150695800781,18.1561641693115,4
"phpiy","m",72.7808227539062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ofza0","f",29.3753433227539,1,"d07y8",38.024658203125,8.64931488037109,9,"azw88",48.312328338623,18.9369869232178,7
"th51n","m",21.5506858825684,0.819999992847443,"d07y8",38.024658203125,16.4739723205566,9,"azw88",48.312328338623,26.7616443634033,7
"xvkvo","f",21.687671661377,1.63999998569489,"zpva5",45.6849327087402,23.9972610473633,6,"pxz8r",42.4876708984375,20.7999992370605,6
"nsvei","m",50.6904106140137,7.46000003814697,NA,NA,NA,NA,NA,NA,NA,NA
"aegfk","m",17.7424659729004,0,"oa8jz",51.6904106140137,33.9479446411133,3,"mr20g",42.7753410339355,25.0328769683838,3
"kbpme","m",51.6904106140137,9.81999969482422,"g55ic",78.5589065551758,26.8684940338135,7,"h539p",70.0383529663086,18.3479442596436,7
"oun3y","m",25.7616443634033,0,"n1akd",48.687671661377,22.9260272979736,7,NA,NA,NA,NA
"efyv0","f",27.7479457855225,2.8199999332428,"hpzze",52.6767120361328,24.9287662506104,11,"zxq97",49.0684928894043,21.3205471038818,6
"ubyue","f",25.7616443634033,2.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"qqwmq","m",69.7013702392578,5,NA,NA,NA,NA,NA,NA,NA,NA
"d8edq","f",16.904109954834,0.819999992847443,"vr4qp",49.2356147766113,32.3315086364746,6,"ih9j7",37.4410972595215,20.5369853973389,5
"w93rc","f",30.2465744018555,4.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"zp74i","m",26.9698638916016,0.819999992847443,"m7ovk",66.4383544921875,39.4684944152832,8,"kwqym",62.5945205688477,35.6246566772461,8
"xg0kp","f",24.5863018035889,0.819999992847443,"r5ond",43.6849327087402,19.0986309051514,9,"vo3o3",43.5698623657227,18.9835624694824,8
"vbcfn","f",39.6821899414062,5.82000017166138,"peio9",62.6986312866211,23.0164375305176,8,NA,NA,NA,NA
"sytls","f",26.76438331604,1,"r71dn",59.6958885192871,32.9315071105957,6,"t9ov3",56.6931495666504,29.9287662506104,6
"kuy5k","m",52.6904106140137,0,"xp939",69.4602737426758,16.7698631286621,6,"f2m2s",71.7041091918945,19.0136985778809,3
"gts60","f",56.6931495666504,6,NA,NA,NA,NA,NA,NA,NA,NA
"r0ujd","m",61.5534248352051,8,"f3ixh",72.04931640625,10.4958906173706,7,"j8rcu",22.0136985778809,-39.5397262573242,1
"uzsw5","m",38.0273971557617,3,"m2coc",71.7041091918945,33.6767120361328,4,"rotbq",68.7013702392578,30.6739730834961,4
"k1cjs","f",42.6849327087402,7.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"qagwe","m",23.5643844604492,1.63999998569489,"eezra",NA,NA,NA,NA,NA,NA,NA
"hz6a4","m",83.7123260498047,4,NA,NA,NA,NA,NA,NA,NA,NA
"eq14q","f",29.0986309051514,2.8199999332428,NA,NA,NA,NA,NA,NA,NA,NA
"ucik7","f",53.0438346862793,5,NA,NA,NA,NA,NA,NA,NA,NA
"sbbwk","m",40.6821899414062,5.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"gacrv","m",61.8904113769531,9,"j02o1",77.0400009155273,15.1495885848999,4,"dysgr",81.6958923339844,19.8054790496826,4
"bw8nj","f",29.6739730834961,1.82000005245209,NA,NA,NA,NA,NA,NA,NA,NA
"m999c","f",39.6821899414062,4.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"lr8k9","m",30.5917816162109,0.819999992847443,"r0ujd",61.5534248352051,30.9616432189941,8,"goy7c",57.6931495666504,27.1013698577881,5
"f4dpv","f",19.7424659729004,2.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"pqhp0","f",26.6739730834961,0,"st5hd",71.7041091918945,45.0301361083984,3,"e8kwg",64.6986312866211,38.024658203125,3
"ahb5u","f",57.6931495666504,5,NA,NA,NA,NA,NA,NA,NA,NA
"cz35a","f",21.668493270874,0,"dqclv",55.6931495666504,34.024658203125,9,"huj5c",53.6904106140137,32.0219192504883,9
"nf9i6","m",23.3479442596436,2,NA,NA,NA,NA,"tlhov",50.8054809570312,27.4575347900391,9
"mpd19","f",38.024658203125,5.6399998664856,"b02l0",68.1095886230469,30.0849323272705,11,"xp23u",51.0356178283691,13.0109586715698,8
"eh7gv","m",34.7534255981445,2.46000003814697,NA,NA,NA,NA,NA,NA,NA,NA
"o8clz","m",42.6849327087402,8,"dx3a1",58.0410957336426,15.3561639785767,9,"j3a53",59.9232864379883,17.2383556365967,9
"y00nl","f",39.6821899414062,1,NA,NA,NA,NA,NA,NA,NA,NA
"e7how","m",65.9589004516602,5,"af96q",88.7013702392578,22.7424659729004,5,"e9jof",70.04931640625,4.09041118621826,4
"pn8i2","m",46.687671661377,4.6399998664856,NA,NA,NA,NA,NA,NA,NA,NA
"nrp9n","f",64.0438385009766,5,"svjgk",69.8000030517578,5.75616455078125,7,"shmnm",80.5780792236328,16.5342464447021,8
"lm10r","m",69.4904098510742,9,NA,NA,NA,NA,NA,NA,NA,NA
"vsaha","m",36.6794509887695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c6bji","f",19.668493270874,0,"o8clz",42.6849327087402,23.0164375305176,8,"apqu8",38.5205497741699,18.8520545959473,7
"sqy4f","m",38.7561645507812,NA,NA,NA,NA,NA,"x2ekp",59.2438354492188,20.4876708984375,4
"ng9al","m",86.8054809570312,0,NA,NA,NA,NA,NA,NA,NA,NA
"n5mvj","m",31.6767120361328,3.64000010490417,"bsnmn",60.6958885192871,29.0191783905029,7,"ddyp5",55.6931495666504,24.0164375305176,7
"l2l3h","f",25.5342464447021,2,"tc53o",56.0383567810059,30.5041103363037,5,"fmq5b",61.9561653137207,36.4219169616699,5
"qnlct","m",36.975341796875,5.82000017166138,"qk8ur",68.0356140136719,31.0602741241455,6,"nbzo2",62.6986312866211,25.7232875823975,3
"wxlp4","m",32.928768157959,0,"wovdr",53.0054779052734,20.0767116546631,11,"jg4s2",52.689998626709,19.7612323760986,9
"zfk3n","f",34.9150695800781,4.82000017166138,"ibcbz",69.5205459594727,34.6054801940918,6,"iay1e",75.0500030517578,40.1349296569824,6
"c3cdp","f",73.9424667358398,1,NA,NA,NA,NA,NA,NA,NA,NA
"y1erg","m",26.6849308013916,2.64000010490417,"m9b4g",63.3506851196289,36.6657524108887,6,"hi4t0",55.9452056884766,29.260274887085,6
"mrtpc","m",22.6712322235107,0,"bynnz",32.0219192504883,9.35068511962891,4,"d1sha",42.8849296569824,20.2136993408203,7
"l2dw7","f",68.7013702392578,8,NA,NA,NA,NA,NA,NA,NA,NA
"iyiun","f",29.4246578216553,3.64000010490417,"g55ic",78.5589065551758,49.1342468261719,7,"h539p",70.0383529663086,40.613697052002,7
"siwhu","f",69.1643829345703,8,NA,NA,NA,NA,"qjeep",84.7260284423828,15.5616436004639,5
"cj436","m",19.6109580993652,0,"gkwxi",38.3397254943848,18.7287673950195,6,"dihfa",38.4219169616699,18.8109588623047,6
"w2idb","f",40.758903503418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ublf6","f",78.709587097168,1,NA,NA,NA,NA,NA,NA,NA,NA
"oc9gd","f",24.6712322235107,2.64000010490417,NA,NA,NA,NA,"w59di",43.6849327087402,19.0136985778809,6
"i9qjr","f",23.4493141174316,1.63999998569489,NA,NA,NA,NA,NA,NA,NA,NA
"o91hq","m",32.7671241760254,5,NA,NA,NA,NA,NA,NA,NA,NA
"dihfa","f",38.4219169616699,6.82000017166138,"svjgk",69.8000030517578,31.3780822753906,7,"shmnm",80.5780792236328,42.1561660766602,8
"jebxi","f",24.6712322235107,NA,"k07ai",50.6904106140137,26.0191783905029,9,"gidcz",45.6849327087402,21.0136985778809,9
"qvadz","m",35.6794509887695,1,NA,NA,NA,NA,"sg5qo",53.2999992370605,17.620548248291,8
"adhmz","m",39.7726020812988,3.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"jcxlj","f",59.6958885192871,4,NA,NA,NA,NA,NA,NA,NA,NA
"dfx3q","m",21.1452045440674,0,"kt975",52.2246589660645,31.0794525146484,7,NA,NA,NA,NA
"mzg96","f",66.7013702392578,7,"xwrdb",82.5534210205078,15.8520545959473,3,NA,NA,NA,NA
"m3r1n","m",36.2904090881348,5.46000003814697,NA,NA,NA,NA,NA,NA,NA,NA
"wdcv0","m",24.6712322235107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"en6cx","f",27.8876705169678,2.8199999332428,"vqyp3",NA,NA,NA,"m6n61",48.687671661377,20.7999992370605,4
"tl1i3","m",44.6849327087402,6.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"f4r9v","m",41.6109580993652,4,"ckk5y",NA,NA,NA,"v4xq2",76.7068481445312,35.095890045166,8
"au7wf","m",33.8712310791016,1.63999998569489,"djtm0",65.6986312866211,31.8273963928223,8,"gapa8",62.6986312866211,28.8273963928223,8
"m42q1","f",27.8520545959473,NA,"np17s",53.6904106140137,25.8383560180664,8,"jm868",51,23.1479454040527,2
"qoahu","m",44.7753410339355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kpyf4","m",32.046573638916,1,"qqwmq",69.7013702392578,37.6547927856445,5,"zjnn6",64.6986312866211,32.6520538330078,5
"hgwud","m",37.6794509887695,6.82000017166138,"f3ixh",72.04931640625,34.3698616027832,7,"dit9p",72.9643859863281,35.2849311828613,6
"d2pai","f",45.6931495666504,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oij03","m",37.5589027404785,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bsnmn","m",60.6958885192871,7.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"sj288","f",36.6849327087402,4,"r71dn",59.6958885192871,23.0109596252441,6,"t9ov3",56.6931495666504,20.0082187652588,6
"qno1t","f",60.6958885192871,3,NA,NA,NA,NA,NA,NA,NA,NA
"u3xmk","m",34.6794509887695,1.63999998569489,"f93kg",66.7013702392578,32.0219192504883,2,"kvhm2",61.6958885192871,27.0164375305176,2
"yf867","f",21.668493270874,0,"r0ujd",61.5534248352051,39.8849296569824,8,"jcxlj",59.6958885192871,38.0273971557617,4
"z0ou9","m",64.7753448486328,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c2uz4","m",36.7561645507812,0,NA,NA,NA,NA,"gts60",58.689998626709,21.9338359832764,6
"y39j1","m",58.6958885192871,5,NA,NA,NA,NA,NA,NA,NA,NA
"eezra","f",49,NA,"a9li1",81.5369873046875,32.5369873046875,8,"siwhu",71.1600036621094,22.1599998474121,8
"tduyn","f",36.6767120361328,3.64000010490417,"m2coc",71.7041091918945,35.0273971557617,4,"rotbq",68.7013702392578,32.024658203125,4
"aj9me","m",17.312328338623,0,"ttpdq",65.6438369750977,48.3315086364746,4,"h1frn",48.687671661377,31.3753433227539,4
"oy4l1","m",18.668493270874,0,"pn8i2",46.687671661377,28.0191783905029,3,"aq00r",38.6821899414062,20.0136985778809,3
"dfn7c","m",34.6794509887695,2.8199999332428,NA,NA,NA,NA,NA,NA,NA,NA
"sn0w8","f",65.6986312866211,0,NA,NA,NA,NA,NA,NA,NA,NA
"wv3oi","f",29.6739730834961,4.6399998664856,"tt3t6",64.6986312866211,35.024658203125,4,"nql9h",60.6958885192871,31.0219173431396,4
"r6o2r","m",45.9397277832031,0,"ibcbz",69.5205459594727,23.5808219909668,6,"iay1e",75.0500030517578,29.1102733612061,6
"qojbm","m",45.6849327087402,7.82000017166138,"p3zo7",54.0356178283691,8.35068511962891,4,"pkk0e",55.2000007629395,9.51506805419922,4
"flddj","f",54.6931495666504,NA,"jregz",92.7178115844727,38.024658203125,3,"hr8op",83.5534210205078,28.8602733612061,3
"sfjxc","m",23.6712322235107,0.819999992847443,"nsvei",50.6904106140137,27.0191783905029,5,"wm98b",36.04931640625,12.3780822753906,3
"ho421","f",54.7671241760254,5,NA,NA,NA,NA,NA,NA,NA,NA
"s25c9","f",22.7616443634033,2.64000010490417,NA,NA,NA,NA,NA,NA,NA,NA
"am4di","f",21.668493270874,0.819999992847443,"o8clz",42.6849327087402,21.0164375305176,8,"apqu8",38.5205497741699,16.8520545959473,7
"sqhmg","m",16,0,"ua5zs",50.9917793273926,34.9917793273926,6,NA,NA,NA,NA
"lxwvn","f",45.613697052002,7.82000017166138,NA,NA,NA,NA,NA,NA,NA,NA
"tk7km","f",23.9671230316162,0.819999992847443,"jq61d",47.0986289978027,23.1315059661865,8,"lxwvn",45.613697052002,21.6465759277344,7
"i7bhx","f",18.668493270874,0,"v5viw",47.263011932373,28.5945205688477,7,"vi3sc",45.3397254943848,26.6712322235107,8
"r2j0p","m",19.23561668396,0,"ns62j",61.5534248352051,42.3178100585938,8,"kbev9",49.5013694763184,30.2657527923584,5
"peio9","m",62.6986312866211,8,"l5t1z",64.0438385009766,1.34520542621613,4,"jdspk",81.5534210205078,18.8547954559326,4
"vtfrx","m",21.3095893859863,0,"vr4qp",49.2356147766113,27.9260272979736,6,"ih9j7",37.4410972595215,16.1315059661865,5
"vy7f2","f",37.6794509887695,7.6399998664856,NA,NA,NA,NA,"eocnw",59.6958885192871,22.0164375305176,9
"h1v5w","f",22.6821918487549,0.819999992847443,NA,NA,NA,NA,NA,NA,NA,NA
"fwyzr","m",61.7863006591797,4,NA,NA,NA,NA,NA,NA,NA,NA
"r5eqa","f",34.6794509887695,6.6399998664856,"e7how",65.9589004516602,31.2794513702393,5,NA,NA,NA,NA
"ws59q","m",37.6794509887695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hbl75","m",67.9534225463867,5,NA,NA,NA,NA,NA,NA,NA,NA
"c5ppr","f",28.6739730834961,1.82000005245209,"ichyy",53.6904106140137,25.0164375305176,4,"eqjs9",46.687671661377,18.0136985778809,4
"gaq1y","m",27.5205478668213,0,"fwh4n",38.0273971557617,10.5068492889404,5,"pdw5h",48.687671661377,21.1671237945557,3
"yxoj0","f",22.0027389526367,0.819999992847443,"h9k7e",48.687671661377,26.6849308013916,8,"w3g1l",40.6821899414062,18.6794528961182,5
"ur9ao","f",28.5643844604492,3.64000010490417,NA,NA,NA,NA,"vi3sc",45.3397254943848,16.7753429412842,8
"e444o","f",26.6739730834961,1.63999998569489,"wkvbx",76.7068481445312,50.0328750610352,7,"mzg96",66.7013702392578,40.0273971557617,7
"n3x8f","m",25.6712322235107,2.46000003814697,"tt3t6",64.6986312866211,39.0273971557617,4,"nql9h",60.6958885192871,35.024658203125,4
"l53dm","f",19.7424659729004,0,"nsvei",50.6904106140137,30.9479446411133,5,"wm98b",36.04931640625,16.306848526001,3
"jm868","f",51.7643852233887,2,NA,NA,NA,NA,NA,NA,NA,NA
"s8zgp","m",42.6849327087402,6.82000017166138,"m7ovk",66.4383544921875,23.7534255981445,8,"kwqym",62.5945205688477,19.9095897674561,8
