"id","male","age","wealth","mid","agetodaym","ageatdeathm","fid","agetodayf","ageatdeathf","wealthp"
"vz8q8",0,54.0400009155273,3,NA,NA,NA,NA,NA,NA,NA
"gvtf2",0,59.9799995422363,8,NA,NA,NA,NA,NA,NA,NA
"ged1l",0,42.0800018310547,4,NA,NA,NA,NA,NA,NA,NA
"gd0bv",0,40,1,NA,NA,NA,NA,NA,NA,NA
"tg4dm",1,43.310001373291,2,"z9nbx",65.0100021362305,NA,"rcztp",65.0999984741211,NA,4
"b5mn1",1,37.5400009155273,7,"skwfq",63.1100006103516,NA,"wgkw4",63.2599983215332,NA,6
"o9dps",0,64.6500015258789,1,NA,NA,NA,NA,NA,NA,NA
"pyiqb",0,74.2399978637695,3,NA,NA,NA,NA,NA,NA,NA
"j07u3",1,50.3899993896484,6,NA,NA,NA,NA,NA,NA,NA
"jg5od",0,52.8600006103516,5,NA,NA,NA,NA,NA,NA,NA
"ii00l",1,54.7999992370605,7,NA,NA,NA,NA,NA,NA,NA
"zx1ep",0,50.4799995422363,3,"yliq7",80.0999984741211,76,"khjc6",77.870002746582,NA,1
"vqld6",1,34.1399993896484,5,"impyp",61.9599990844727,NA,"ceh54",66.5599975585938,38.7299995422363,5
"z1hv5",0,59.1599998474121,5,NA,NA,NA,NA,NA,NA,NA
"ghazc",0,63.7999992370605,4,NA,NA,NA,NA,NA,NA,NA
"qarxt",0,66.629997253418,6,NA,NA,NA,NA,NA,NA,NA
"g6nic",1,74.3899993896484,4,NA,NA,NA,NA,NA,NA,NA
"zhd0u",0,41.8699989318848,5,NA,NA,NA,NA,NA,NA,NA
"nw7ao",0,52.9900016784668,5,NA,NA,NA,NA,NA,NA,NA
"chr1j",0,84.8600006103516,6,NA,NA,NA,NA,NA,NA,NA
"v3cfa",0,34.810001373291,2,"c7529",74.8600006103516,NA,"khy0k",70.25,NA,4
"h4gbz",1,66.4199981689453,7,NA,NA,NA,NA,NA,NA,NA
"bh0ac",1,72.4300003051758,6,NA,NA,NA,NA,NA,NA,NA
"su5t3",0,78.2799987792969,6,NA,NA,NA,NA,NA,NA,NA
"b6431",1,57.9900016784668,5,NA,NA,NA,NA,NA,NA,NA
"rna8j",0,39.1500015258789,2,"joadb",78.1699981689453,NA,"zxrna",80.2900009155273,46.0800018310547,3
"kcuji",1,33.0900001525879,2,NA,NA,NA,NA,NA,NA,NA
"rvnb8",0,17.25,4,NA,NA,NA,NA,NA,NA,NA
"uwj7g",1,48.6500015258789,7,NA,NA,NA,NA,NA,NA,NA
"fyr25",1,54.060001373291,3,NA,NA,NA,NA,NA,NA,NA
"nezf9",0,43.2799987792969,4,"joadb",78.1699981689453,NA,"zxrna",80.2900009155273,46.0800018310547,3
"ixr6w",1,27.1000003814697,5,"c062m",61.0299987792969,NA,"rtvj4",58.5400009155273,NA,5
"f4l9s",1,47.9199981689453,5,"uu0tg",80.1900024414062,NA,"kpkzu",74.3099975585938,NA,6
"bvi0y",0,69.3899993896484,3,NA,NA,NA,NA,NA,NA,NA
"yctkl",0,38.1800003051758,5,NA,NA,NA,NA,NA,NA,NA
"f34m2",0,68.1999969482422,6,NA,NA,NA,NA,NA,NA,NA
"yd5iz",0,28.9200000762939,1,"oj7ig",58.1399993896484,NA,"fpeiq",63.6100006103516,NA,8
"p4609",0,60.9000015258789,3,NA,NA,NA,NA,NA,NA,NA
"i603v",1,26.7999992370605,2,"d1g6j",61.1199989318848,NA,"sc4rb",64.5699996948242,NA,3
"u111z",0,57.7200012207031,4,NA,NA,NA,NA,NA,NA,NA
"py7el",1,36.5999984741211,2,"qarxt",66.629997253418,NA,"ravg8",62.8800010681152,NA,6
"f6sk8",0,62.0099983215332,6,NA,NA,NA,NA,NA,NA,NA
"xz7d4",1,30.8899993896484,4,"xqoz6",61.3899993896484,NA,"rauoc",67.7699966430664,NA,1
"ktxg6",1,59.4799995422363,4,NA,NA,NA,NA,NA,NA,NA
"jiwcr",0,55.1599998474121,6,NA,NA,NA,NA,NA,NA,NA
"dmrhe",1,33.4500007629395,4,"wgof5",60.0900001525879,NA,"vyc1v",72.9300003051758,NA,4
"d97m4",0,42.6100006103516,7,NA,NA,NA,NA,NA,NA,NA
"i0tir",0,31.8799991607666,3,"ox1jp",62.2099990844727,NA,"b6431",57.9900016784668,NA,5
"sh20k",1,60.4199981689453,4,NA,NA,NA,NA,NA,NA,NA
"h9dv1",0,61.0999984741211,6,NA,NA,NA,NA,NA,NA,NA
"pz33w",0,54.8800010681152,6,NA,NA,NA,NA,NA,NA,NA
"up5mj",0,79.0100021362305,6,NA,NA,NA,NA,NA,NA,NA
"zs5vp",1,26.4799995422363,1,"tb4al",52.5699996948242,NA,"k5lvr",49.4199981689453,NA,5
"ffl3e",1,58.4799995422363,4,NA,NA,NA,NA,NA,NA,NA
"qpnes",0,40.1399993896484,5,NA,NA,NA,NA,NA,NA,NA
"rlb48",1,74.1399993896484,2,NA,NA,NA,NA,NA,NA,NA
"oerh2",1,37.5999984741211,1,"u111z",57.7200012207031,NA,"sxads",57.0400009155273,NA,4
"n9u44",1,65.3399963378906,4,NA,NA,NA,NA,NA,NA,NA
"pafi0",0,44.3300018310547,4,NA,NA,NA,NA,NA,NA,NA
"qn9jz",0,70.1100006103516,3,NA,NA,NA,NA,NA,NA,NA
"g74u9",0,23.3700008392334,3,NA,NA,NA,NA,NA,NA,NA
"lu1at",0,55.2799987792969,4,NA,NA,NA,NA,NA,NA,NA
"ce0b7",0,63.2099990844727,4,NA,NA,NA,NA,NA,NA,NA
"fujr0",0,56.4000015258789,2,NA,NA,NA,NA,NA,NA,NA
"u5exv",1,73.4199981689453,6,NA,NA,NA,NA,NA,NA,NA
"tb4al",0,52.5699996948242,5,NA,NA,NA,NA,NA,NA,NA
"jjcdc",0,32.8800010681152,1,NA,NA,NA,NA,NA,NA,NA
"o7rn5",1,56.2700004577637,7,NA,NA,NA,NA,NA,NA,NA
"k50y5",0,64.9700012207031,2,NA,NA,NA,NA,NA,NA,NA
"qv2ss",0,32.1500015258789,1,NA,NA,NA,NA,NA,NA,NA
"clj6h",0,59.1500015258789,7,NA,NA,NA,NA,NA,NA,NA
"smgu8",0,58.2799987792969,1,NA,NA,NA,NA,NA,NA,NA
"w0ikq",0,46.2799987792969,4,NA,NA,NA,NA,NA,NA,NA
"irwux",0,33.8199996948242,8,"nwdpu",58.9700012207031,NA,"ccuyv",62.5800018310547,NA,5
"uhv98",0,48.2299995422363,2,NA,NA,NA,NA,NA,NA,NA
"w9i0h",0,80.1100006103516,3,NA,NA,NA,NA,NA,NA,NA
"zjjjx",0,32.5499992370605,3,"h9dv1",61.0999984741211,NA,"g878u",60.939998626709,45.8600006103516,6
"fu982",0,64.1399993896484,3,NA,NA,NA,NA,NA,NA,NA
"dxhau",1,70,3,NA,NA,NA,NA,NA,NA,NA
"q73gx",0,49.3199996948242,2,"w9i0h",80.1100006103516,NA,"n94ys",82.25,NA,3
"c09nu",0,77.2799987792969,6,NA,NA,NA,NA,NA,NA,NA
"ddg2y",1,54.1500015258789,1,NA,NA,NA,NA,NA,NA,NA
"c062m",0,61.0299987792969,5,NA,NA,NA,NA,NA,NA,NA
"iyisj",0,55.6500015258789,3,NA,NA,NA,NA,NA,NA,NA
"b385i",1,56.4799995422363,4,NA,NA,NA,NA,NA,NA,NA
"zp0k6",1,57.9599990844727,4,NA,NA,NA,NA,NA,NA,NA
"hrwco",0,50.0299987792969,4,NA,NA,NA,NA,NA,NA,NA
"dopaf",0,74.4700012207031,5,NA,NA,NA,NA,NA,NA,NA
"q64v6",1,59.9799995422363,6,NA,NA,NA,NA,NA,NA,NA
"mparl",0,85.7300033569336,8,NA,NA,NA,NA,NA,NA,NA
"vyha7",0,33.6500015258789,5,"yidhe",69.1999969482422,NA,"w7h0w",63.7099990844727,NA,4
"rs4vn",1,51.3499984741211,8,NA,NA,NA,NA,NA,NA,NA
"th4kc",0,32.25,4,NA,NA,NA,NA,NA,NA,NA
"b0q9r",1,61.6300010681152,5,NA,NA,NA,NA,NA,NA,NA
"j4cuy",1,46.5499992370605,5,"q55z7",63,NA,"lodvw",80.3000030517578,NA,6
"twfkv",1,68.9400024414062,2,NA,NA,NA,NA,NA,NA,NA
"e4v3q",1,61.2700004577637,3,NA,NA,NA,NA,NA,NA,NA
"vdh49",0,64.3300018310547,2,NA,NA,NA,NA,NA,NA,NA
"bx510",0,48.4000015258789,5,NA,NA,NA,NA,NA,NA,NA
"kpkzu",1,74.3099975585938,6,NA,NA,NA,NA,NA,NA,NA
"d5kn5",1,37.7999992370605,6,NA,NA,NA,NA,NA,NA,NA
"zab2r",0,73.2699966430664,3,NA,NA,NA,NA,NA,NA,NA
"nel0h",0,36.3199996948242,5,"f8ed0",67.8099975585938,36.810001373291,"l1hki",65.2099990844727,NA,3
"c1arw",0,33.9199981689453,2,"uebx0",65.9599990844727,NA,"yvynq",87.75,81.9199981689453,1
"xrpf2",1,34.8199996948242,5,NA,NA,NA,NA,NA,NA,NA
"qzpxl",1,51.7000007629395,2,NA,NA,NA,NA,NA,NA,NA
"qz8z1",1,31.3299999237061,2,"z9nbx",65.0100021362305,NA,"rcztp",65.0999984741211,NA,4
"mvkd4",1,74.8600006103516,5,NA,NA,NA,NA,NA,NA,NA
"j1vex",1,45.7900009155273,3,NA,NA,NA,NA,NA,NA,NA
"rcztp",1,65.0999984741211,4,NA,NA,NA,NA,NA,NA,NA
"q0p2g",0,41.2299995422363,3,NA,NA,NA,NA,NA,NA,NA
"lqgnp",0,44.3199996948242,5,"bscec",65.6800003051758,NA,"laess",66.6500015258789,NA,7
"avt8c",1,54.0900001525879,5,NA,NA,NA,NA,NA,NA,NA
"eqqtl",1,62.689998626709,6,NA,NA,NA,NA,NA,NA,NA
"pvv7q",1,34,3,"hripd",63.5099983215332,NA,"leat8",62.5400009155273,55.0400009155273,1
"w7h0w",1,63.7099990844727,4,NA,NA,NA,NA,NA,NA,NA
"bhpww",0,65.2600021362305,3,NA,NA,NA,NA,NA,NA,NA
"r91lj",1,50.3600006103516,3,"uvpuh",80.7699966430664,NA,"gt3eb",83.120002746582,69.3899993896484,3
"bjh4e",0,54.4300003051758,3,NA,NA,NA,NA,NA,NA,NA
"cxihd",0,65.5299987792969,6,NA,NA,NA,NA,NA,NA,NA
"t241j",1,34.4500007629395,2,"fb9y1",67.6800003051758,NA,"h4tz0",67.2699966430664,NA,2
"ct7ka",1,81.9300003051758,5,NA,NA,NA,NA,NA,NA,NA
"sivxk",0,79.6800003051758,2,NA,NA,NA,NA,NA,NA,NA
"m9vhj",0,73.3300018310547,7,NA,NA,NA,NA,NA,NA,NA
"db403",0,72.6500015258789,6,NA,NA,NA,NA,NA,NA,NA
"xc8zy",0,50.2299995422363,7,NA,NA,NA,NA,NA,NA,NA
"xvlyt",0,82.4000015258789,5,NA,NA,NA,NA,NA,NA,NA
"lybuk",0,55.8300018310547,6,NA,NA,NA,NA,NA,NA,NA
"qr8qs",1,62.6300010681152,6,NA,NA,NA,NA,NA,NA,NA
"wrkhb",1,52.6399993896484,5,NA,NA,NA,NA,NA,NA,NA
"w3i1e",0,62.9300003051758,3,NA,NA,NA,NA,NA,NA,NA
"xalgt",1,46.1800003051758,4,NA,NA,NA,NA,NA,NA,NA
"u3hmr",0,52.439998626709,5,NA,NA,NA,NA,NA,NA,NA
"te23s",1,23.3299999237061,3,"z02in",48.3699989318848,NA,"nnho2",52.9599990844727,NA,8
"ismkm",1,66.4899978637695,3,NA,NA,NA,NA,NA,NA,NA
"wgkw4",1,63.2599983215332,6,NA,NA,NA,NA,NA,NA,NA
"kpa4m",1,34.3300018310547,1,"skwfq",63.1100006103516,NA,"wgkw4",63.2599983215332,NA,6
"o3dp4",1,43.5,5,NA,NA,NA,NA,NA,NA,NA
"t6km6",0,50.3400001525879,4,NA,NA,NA,NA,NA,NA,NA
"eprau",1,73.4499969482422,7,NA,NA,NA,NA,NA,NA,NA
"w3uws",0,30.3899993896484,4,"cxihd",65.5299987792969,NA,"l65sr",67.7200012207031,NA,6
"luy0p",1,27.6499996185303,2,"xqoz6",61.3899993896484,NA,"rauoc",67.7699966430664,NA,1
"mir66",0,58.2400016784668,6,"s2pte",88.6600036621094,NA,"qvdnw",89.9100036621094,86,4
"m4dv7",1,64.9300003051758,6,NA,NA,NA,NA,NA,NA,NA
"oj7ig",0,58.1399993896484,8,NA,NA,NA,NA,NA,NA,NA
"tvg1p",0,40.0999984741211,4,"i0o1y",73.7099990844727,NA,"csd5p",75.2799987792969,NA,5
"wk3vq",0,56.9900016784668,4,NA,NA,NA,NA,NA,NA,NA
"fcgog",0,48.810001373291,7,NA,NA,NA,NA,NA,NA,NA
"htc9u",0,44.7700004577637,5,NA,NA,NA,NA,NA,NA,NA
"hiqpp",0,31.4599990844727,3,NA,NA,NA,NA,NA,NA,NA
"qjdty",1,36.7900009155273,8,NA,NA,NA,NA,NA,NA,NA
"y3lda",0,67.3099975585938,4,NA,NA,NA,NA,NA,NA,NA
"cr1eq",0,84.1900024414062,5,NA,NA,NA,NA,NA,NA,NA
"x87xg",1,47.9199981689453,8,NA,NA,NA,NA,NA,NA,NA
"y4re7",0,69.879997253418,5,NA,NA,NA,NA,NA,NA,NA
"sydod",0,77.4899978637695,5,NA,NA,NA,NA,NA,NA,NA
"h78y7",0,56.1800003051758,7,NA,NA,NA,NA,NA,NA,NA
"n6xhv",0,43.1599998474121,6,NA,NA,NA,NA,NA,NA,NA
"qfzdr",1,80.5999984741211,1,NA,NA,NA,NA,NA,NA,NA
"khjc6",1,77.870002746582,1,NA,NA,NA,NA,NA,NA,NA
"e2a1q",0,49.0800018310547,4,NA,NA,NA,NA,NA,NA,NA
"sj7pv",1,42.2400016784668,4,"e4axm",76.3099975585938,59.8699989318848,"g6nic",74.3899993896484,NA,4
"rezo8",0,66.129997253418,6,NA,NA,NA,NA,NA,NA,NA
"jxyrt",0,31.1299991607666,2,NA,NA,NA,NA,NA,NA,NA
"uu0tg",0,80.1900024414062,6,NA,NA,NA,NA,NA,NA,NA
"rgyk8",0,50.6500015258789,5,NA,NA,NA,NA,NA,NA,NA
"x8qqa",1,54.2799987792969,4,NA,NA,NA,NA,NA,NA,NA
"gcmze",1,34.9500007629395,5,"d31y5",59.7000007629395,NA,"jivcv",63.2999992370605,NA,6
"aghf8",0,56.0099983215332,4,NA,NA,NA,NA,NA,NA,NA
"jivcv",1,63.2999992370605,6,NA,NA,NA,NA,NA,NA,NA
"smeqn",0,36.9500007629395,2,"z9nbx",65.0100021362305,NA,"rcztp",65.0999984741211,NA,4
"rarho",0,42,3,NA,NA,NA,NA,NA,NA,NA
"kev2e",0,34.4500007629395,7,NA,NA,NA,NA,NA,NA,NA
"kkx0y",1,24.1800003051758,1,"t6km6",50.3400001525879,NA,"r336p",64.9199981689453,NA,4
"btngr",0,28.3500003814697,3,NA,NA,NA,NA,NA,NA,NA
"p08x4",0,29.3500003814697,2,"b1tvp",54.8800010681152,NA,"a5rhk",59.6300010681152,NA,6
"y30ub",0,60.0200004577637,4,NA,NA,NA,NA,NA,NA,NA
"ojtw5",0,31.4699993133545,5,"w3i1e",62.9300003051758,NA,"nkh8r",64.2799987792969,NA,3
"vaqpq",0,36.7299995422363,3,NA,NA,NA,NA,NA,NA,NA
"dtuox",1,58.9500007629395,5,NA,NA,NA,NA,NA,NA,NA
"dd4sn",0,50.0200004577637,1,NA,NA,NA,NA,NA,NA,NA
"nk5jo",0,27.2299995422363,3,"p0gyl",52.9700012207031,31.5599994659424,"amcml",61.9199981689453,NA,4
"jjixw",1,58.8899993896484,5,NA,NA,NA,NA,NA,NA,NA
"yidhe",0,69.1999969482422,4,NA,NA,NA,NA,NA,NA,NA
"swwec",0,77.8600006103516,6,NA,NA,NA,NA,NA,NA,NA
"z9nbx",0,65.0100021362305,4,NA,NA,NA,NA,NA,NA,NA
"bar2r",1,60.2599983215332,7,NA,NA,NA,NA,NA,NA,NA
"ravg8",1,62.8800010681152,6,NA,NA,NA,NA,NA,NA,NA
"dggbr",0,44.4599990844727,2,"pyiqb",74.2399978637695,NA,"i3n51",65.6999969482422,24.7000007629395,3
"nyypf",0,43.8800010681152,7,"m9vhj",73.3300018310547,NA,"vthd1",69.3300018310547,NA,7
"ltb2t",0,49.25,3,NA,NA,NA,NA,NA,NA,NA
"ewcax",1,34.5699996948242,4,"xqoz6",61.3899993896484,NA,"rauoc",67.7699966430664,NA,1
"yhq4z",0,65.5599975585938,6,NA,NA,NA,NA,NA,NA,NA
"yd6h5",1,67.879997253418,1,NA,NA,NA,NA,NA,NA,NA
"kxeur",1,86.4899978637695,1,NA,NA,NA,NA,NA,NA,NA
"mci8a",0,72.4300003051758,6,NA,NA,NA,NA,NA,NA,NA
"due0c",0,59.6599998474121,4,NA,NA,NA,NA,NA,NA,NA
"s9q8s",1,53.1500015258789,2,NA,NA,NA,NA,NA,NA,NA
"ft2ln",1,47.3600006103516,2,"mci8a",72.4300003051758,NA,"bh0ac",72.4300003051758,NA,6
"fav23",0,40.1199989318848,3,"x2b2i",67.879997253418,NA,"m4w6p",68.1800003051758,NA,6
"k5lvr",1,49.4199981689453,5,NA,NA,NA,NA,NA,NA,NA
"kyb4u",0,66.6900024414062,5,NA,NA,NA,NA,NA,NA,NA
"sbl1s",0,53.9099998474121,5,NA,NA,NA,NA,NA,NA,NA
"o0pad",1,62.0099983215332,4,NA,NA,NA,NA,NA,NA,NA
"fwsfp",1,49.8800010681152,5,NA,NA,NA,NA,NA,NA,NA
"yfsq5",0,61.9300003051758,5,NA,NA,NA,NA,NA,NA,NA
"iswud",1,75.8000030517578,5,NA,NA,NA,NA,NA,NA,NA
"wgof5",0,60.0900001525879,4,NA,NA,NA,NA,NA,NA,NA
"eq4oh",1,59.060001373291,6,"xvlyt",82.4000015258789,NA,"iswud",75.8000030517578,NA,5
"mwtgi",1,64.2200012207031,7,NA,NA,NA,NA,NA,NA,NA
"pashj",1,55.7599983215332,4,NA,NA,NA,NA,NA,NA,NA
"uvpuh",0,80.7699966430664,3,NA,NA,NA,NA,NA,NA,NA
"px6jo",1,50.6500015258789,7,NA,NA,NA,NA,NA,NA,NA
"f7lax",1,43.1300010681152,6,"rezo8",66.129997253418,NA,"lodvw",80.3000030517578,NA,6
"z5ewt",0,61.1300010681152,4,NA,NA,NA,NA,NA,NA,NA
