"id","age","male","rs","idm","agem","rsm","idf"
"xjfhj",6,2,NA,"lyrq1",36,6,"qebiz"
"cjddy",16,1,NA,"uz1rh",33,3,"kcg3b"
"pnnb1",12,1,NA,"bey8g",32,6,"lemrr"
"rlw4o",7,2,NA,"a2abj",22,3,"i21ob"
"loese",18,1,NA,"wyo57",45,5,"kcg3b"
"lyyol",24,2,1,"kcg3b",NA,8,"kcg3b"
"yt2at",30,1,4,"kcg3b",NA,8,"kcg3b"
"gc26b",0,2,NA,"dauqa",33,6,"w8n5t"
"hftm2",14,1,NA,"pxrq4",37,4,"kcg3b"
"brzr7",25,1,NA,"r52le",57,10,"kyscs"
"pu287",27,2,1,"kcg3b",NA,6,"kcg3b"
"v6ggc",55,1,8,"kcg3b",NA,3,"kcg3b"
"ma4ry",9,2,NA,"kcg3b",NA,NA,"kcg3b"
"yy20l",7,1,NA,"f15bo",25,3,"wjibo"
"af8v6",32,2,4,"add92",58,3,"kcg3b"
"lb24g",2,2,NA,"lwfe4",24,2,"kcg3b"
"w8g68",22,2,0,"kcg3b",NA,4,"kcg3b"
"wth77",8,2,NA,"g6pe8",27,3,"rpn0v"
"mz9l0",54,2,7,"kcg3b",NA,3,"kcg3b"
"n4a1c",35,2,4,"kcg3b",NA,2,"kcg3b"
"t2geu",2,1,NA,"t9glq",21,2,"q9wer"
"rhxcd",31,1,4,"kcg3b",NA,9,"kcg3b"
"qt1qc",34,1,4,"kcg3b",NA,3,"kcg3b"
"mmo3i",24,1,NA,"h858k",55,8,"opdv0"
"xlzye",32,2,3,"kcg3b",NA,6,"kcg3b"
"rx57i",20,2,0,"fuct2",50,7,"dgsku"
"jc3pc",14,2,NA,"zjcy1",44,8,"b7uy2"
"xbk4e",20,1,NA,"kcg3b",NA,NA,"kcg3b"
"m7a8a",36,2,6,"kcg3b",NA,4,"kcg3b"
"omsgf",40,2,3,"kcg3b",NA,NA,"kcg3b"
"edwys",5,1,NA,"spuqz",32,4,"hzo83"
"f3e7w",9,1,NA,"hb21o",28,3,"kcg3b"
"r8ulg",2,2,NA,"walf8",30,5,"kcg3b"
"o35p7",20,2,0,"kcg3b",NA,NA,"kcg3b"
"v6gza",1,2,NA,"z1iym",29,4,"uxmml"
"qwy6c",3,2,NA,"iiasz",31,4,"kcg3b"
"oqgr2",15,2,NA,"esl0z",34,8,"szvgy"
"rkxvb",8,1,NA,"mpnrb",28,3,"bl2do"
"n5437",10,2,NA,"bk4rn",36,2,"lkcak"
"i82fe",15,2,NA,"flemx",50,6,"kcg3b"
"wpo54",26,2,0,"kcg3b",NA,7,"kcg3b"
"ll3d3",9,1,NA,"egspe",29,2,"rmw9i"
"zr5mh",32,2,5,"kcg3b",NA,NA,"kcg3b"
"rxqg1",3,2,NA,"kcg3b",NA,NA,"kcg3b"
"ny50p",30,2,5,"kcg3b",NA,4,"kcg3b"
"jwedk",10,2,NA,"ocfpu",37,3,"tbxa2"
"y5jcr",4,2,NA,"voi08",55,8,"kcg3b"
"yoiqq",10,2,NA,"qo4rv",26,5,"r7y2n"
"juesu",17,1,NA,"m78bw",44,4,"w66db"
"l66lh",7,1,NA,"ur917",37,5,"kcg3b"
"xexkh",14,2,NA,"gyc46",47,8,"kcg3b"
"iwpzx",1,1,NA,"do2mo",21,1,"mhpfk"
"in5n0",57,2,2,"kcg3b",NA,2,"kcg3b"
"k598q",48,2,7,"kcg3b",NA,3,"kcg3b"
"iqffd",35,2,1,"kcg3b",NA,2,"kcg3b"
"t2af6",23,2,3,"kcg3b",NA,4,"kcg3b"
"lfe89",10,2,NA,"ezw9i",35,6,"qxtf5"
"qr7mt",27,2,3,"kcg3b",NA,3,"kcg3b"
"yjn1g",15,2,NA,"uhvcw",43,6,"nbmou"
"pyk85",38,2,2,"kcg3b",NA,NA,"kcg3b"
"xf135",25,2,2,"kcg3b",NA,9,"kcg3b"
"odmjz",12,2,NA,"h27w0",39,5,"kcg3b"
"z8ey7",2,2,NA,"pn7dh",20,2,"eu1di"
"knykw",61,2,4,"kcg3b",NA,2,"kcg3b"
"iuf76",1,1,NA,"lcbiv",33,4,"hs79i"
"wzdoi",10,2,NA,"vlg24",47,9,"kcg3b"
"l80ro",7,2,NA,"dozsm",42,4,"kcg3b"
"ictwa",4,2,NA,"q3imp",24,3,"kcg3b"
"bk46t",27,1,0,"kcg3b",NA,6,"kcg3b"
"f8ems",41,1,3,"kcg3b",NA,10,"kcg3b"
"sm76q",18,2,1,"kcg3b",NA,5,"kcg3b"
"i4rql",17,1,NA,"axe45",63,6,"kcg3b"
"s7qu9",19,1,NA,"bfud9",54,6,"wvrk1"
"m9ywj",24,2,1,"kcg3b",NA,4,"kcg3b"
"ayb93",5,2,NA,"gtmzu",25,2,"h0gr9"
"f2fyf",49,1,4,"x1dqs",74,2,"kcg3b"
"isiuo",9,2,NA,"z1iym",29,4,"uxmml"
"u8gnr",20,1,NA,"kcg3b",NA,NA,"kcg3b"
"gn9g5",4,2,NA,"bon8g",38,7,"ks4sd"
"ar8mf",51,1,5,"kcg3b",NA,3,"kcg3b"
"dv826",5,2,NA,"zbrze",23,3,"eckkb"
"l391p",30,2,1,"kcg3b",NA,3,"kcg3b"
"rx1a6",10,2,NA,"x8dxb",31,6,"h34je"
"bcyhp",30,1,3,"kcg3b",NA,2,"kcg3b"
"d4jej",44,2,7,"x1dqs",74,2,"kcg3b"
"h7llt",13,1,NA,"tyzpd",37,1,"hyuoh"
"cti3m",7,2,NA,"x5w00",22,4,"rhxcd"
"pvg2d",36,1,1,"kcg3b",NA,3,"kcg3b"
"sbjk6",12,1,NA,"aloj1",33,3,"kkct7"
"z2nvd",17,2,NA,"be04c",51,9,"fu543"
"hg3q1",2,1,NA,"ebea1",28,4,"xw1sg"
"qv53i",12,2,NA,"nfbi8",29,2,"nzh69"
"r1wzd",8,2,NA,"doi1s",28,2,"d4kml"
"rm7rt",38,2,7,"kcg3b",NA,3,"kcg3b"
"npha3",16,1,NA,"txsqw",51,8,"yow8h"
"arq9r",25,2,4,"kcg3b",NA,5,"kcg3b"
"w6wpd",33,1,3,"kcg3b",NA,5,"kcg3b"
"aft0r",10,1,NA,"eiq6r",40,6,"kcg3b"
"c41e4",27,1,2,"kcg3b",NA,NA,"kcg3b"
"rb6za",29,2,4,"kcg3b",NA,8,"kcg3b"
"u6pt1",11,2,NA,"isdok",35,3,"nfazu"
"ji96t",12,1,NA,"gvnyg",36,6,"kcg3b"
"dfc3d",61,2,6,"kcg3b",NA,1,"kcg3b"
"qe6l5",22,2,NA,"uuqew",50,8,"kcg3b"
"ggy5o",54,2,2,"kcg3b",NA,3,"kcg3b"
"rscda",11,2,NA,"kcg3b",NA,NA,"kcg3b"
"xp72d",17,2,NA,"x1ody",29,6,"kcg3b"
"s7scp",6,1,NA,"my3l7",25,2,"kcg3b"
"zetc1",14,2,NA,"rs6vj",38,5,"kcg3b"
"xxgpb",27,2,3,"kcg3b",NA,3,"kcg3b"
"j798z",33,2,5,"lb0te",59,5,"y5h70"
"o7txo",43,1,6,"kcg3b",NA,4,"kcg3b"
"pm87l",5,2,NA,"ds0cd",28,6,"dr9ob"
"nh42i",5,1,NA,"jm5db",19,2,"rmpy6"
"zj2m1",9,1,NA,"wmotz",32,6,"kblj7"
"hmx9s",13,1,NA,"xgiki",36,3,"kcg3b"
"p138n",68,2,1,"kcg3b",NA,2,"kcg3b"
"z810u",25,1,0,"kcg3b",NA,7,"kcg3b"
"pt6tv",4,2,NA,"jomj7",34,6,"lutzd"
"tukaf",15,1,NA,"r1wod",51,7,"kcg3b"
"b64ek",18,1,NA,"fiq2t",39,8,"j5ctv"
"kxsg3",5,2,NA,"n1ed0",32,7,"myzhb"
"o0etj",3,2,NA,"oswqd",37,7,"feiq0"
"s3t7u",25,2,0,"kcg3b",NA,NA,"kcg3b"
"zhb78",18,2,NA,"fzfhf",31,5,"kcg3b"
"rxs4n",2,1,NA,"kcg3b",NA,NA,"kcg3b"
"v4ae6",5,2,NA,"o2g5l",22,2,"bsbrg"
"pfigc",17,1,NA,"xldkr",38,3,"kcg3b"
"ay1i7",32,2,7,"dua97",59,8,"kcg3b"
"wqz6r",4,1,NA,"j31km",45,9,"x7o6z"
"yzoaw",24,1,NA,"orm3a",57,7,"kcg3b"
"rxdyr",49,2,4,"kcg3b",NA,6,"kcg3b"
"aicpq",8,1,NA,"kmuhq",27,2,"fioqn"
"frhrh",35,2,1,"kcg3b",NA,7,"kcg3b"
"prsi3",29,1,3,"kcg3b",NA,5,"kcg3b"
"e2pig",23,2,4,"kcg3b",NA,NA,"kcg3b"
"c7i1h",3,1,NA,"oa0c3",23,3,"kcg3b"
"cai0h",16,2,NA,"rs6vj",38,5,"kcg3b"
"oebys",1,1,NA,"yed8s",35,6,"bfr10"
"s8lrm",4,1,NA,"dap71",33,8,"kcg3b"
"w7n2r",11,2,NA,"tcnxg",34,6,"ix3mp"
"kj3sk",16,2,NA,"kcg3b",NA,NA,"kcg3b"
"unp9w",6,1,NA,"llt82",29,4,"g5udj"
"zs704",13,2,NA,"kq7bm",35,4,"kcg3b"
"dn8q3",29,2,5,"kcg3b",NA,2,"kcg3b"
"efzmp",64,2,6,"kcg3b",NA,7,"kcg3b"
"h804m",8,1,NA,"jj0h8",37,5,"eta2d"
"ht86p",27,2,1,"kcg3b",NA,2,"kcg3b"
"om8s9",14,1,NA,"h27w0",39,5,"kcg3b"
"nhuq8",27,2,4,"kcg3b",NA,5,"kcg3b"
"svt96",10,1,NA,"f2txn",41,10,"kcg3b"
"oshdt",9,2,NA,"wolil",45,4,"flp7h"
"d3ozi",20,2,0,"kcg3b",NA,11,"kcg3b"
"yevwc",3,2,NA,"z0any",35,6,"wnguu"
"br729",17,1,NA,"dua97",59,8,"kcg3b"
"pixon",22,2,NA,"vpvtb",40,3,"nea26"
"odk8d",15,2,NA,"vjtwb",37,7,"kcg3b"
"vwgz7",38,1,3,"kcg3b",NA,8,"kcg3b"
"tpv9g",13,1,NA,"blmpq",37,3,"kcg3b"
"zfg35",14,1,NA,"q6evj",33,3,"sdte0"
"cnjv2",11,1,NA,"rcwx5",35,3,"kcg3b"
"xl0uc",45,1,5,"kcg3b",NA,1,"kcg3b"
"stug1",31,1,3,"kcg3b",NA,1,"kcg3b"
"fixii",4,2,NA,"v70ci",25,5,"u21f1"
"jkt8q",0,1,NA,"k1xne",17,2,"kcg3b"
"khjcd",57,1,3,"kcg3b",NA,NA,"kcg3b"
"as43f",11,2,NA,"g00bj",33,4,"rf77y"
"kd9jk",17,1,NA,"hjd2d",43,4,"fjz65"
"amuj0",4,1,NA,"myfe6",21,3,"hb91l"
"yv95e",37,2,3,"kcg3b",NA,5,"kcg3b"
"ahuz3",45,2,6,"kcg3b",NA,6,"kcg3b"
"zgwkr",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"quarq",30,2,3,"kcg3b",NA,NA,"kcg3b"
"djidj",27,1,0,"kcg3b",NA,4,"kcg3b"
"nlj1z",18,1,NA,"io1tl",-2,2,"kcg3b"
"gp32v",18,2,NA,"ocbi5",43,10,"kcg3b"
"b016s",12,1,NA,"rfbv3",33,4,"kcg3b"
"r5xdp",53,2,1,"jq8qk",76,5,"ome5w"
"f9gvx",16,2,1,"kcg3b",NA,4,"kcg3b"
"c63zt",42,1,8,"kcg3b",NA,6,"kcg3b"
"spyq8",25,1,3,"kcg3b",NA,5,"kcg3b"
"l01yj",25,2,1,"kcg3b",NA,4,"kcg3b"
"ymjww",17,1,NA,"uuqew",50,8,"kcg3b"
"vukqi",5,2,NA,"zwv7i",37,4,"a9i0c"
"w7v8t",0,1,NA,"kk6x2",19,1,"jhk6f"
"dxhtv",3,1,NA,"t8odo",21,2,"ooygo"
"iqo21",1,2,NA,"hig5w",30,4,"p18gl"
"n969m",25,1,NA,"tjkzz",60,6,"nltzg"
"rf0rk",39,1,5,"kcg3b",NA,1,"kcg3b"
"bo4v9",10,1,NA,"foace",30,3,"kcg3b"
"j0bl2",12,2,NA,"kjx4q",37,4,"kcg3b"
"f1f64",31,2,4,"kcg3b",NA,6,"kcg3b"
"djtq3",0,1,NA,"n0120",19,1,"flzxl"
"ksrc1",7,2,NA,"owjil",25,3,"go3ks"
"wsxrj",8,2,NA,"jzxg9",30,2,"ah4ok"
"tyvjx",4,1,NA,"q6ltd",25,2,"vz5n1"
"iaqkl",8,1,NA,"zqsgv",23,3,"kcg3b"
"fxdrr",-2,2,5,"kcg3b",NA,4,"kcg3b"
"mduhn",25,2,2,"kcg3b",NA,6,"kcg3b"
"p0ko3",11,2,NA,"uhvcw",43,6,"nbmou"
"ktrx6",10,1,NA,"fq6cl",34,4,"s55fi"
"id2yb",24,2,3,"kcg3b",NA,4,"kcg3b"
"f683r",1,2,NA,"vafms",30,4,"kcg3b"
"g00bj",33,2,4,"kcg3b",NA,6,"kcg3b"
"vzwh1",4,2,NA,"kcg3b",NA,NA,"kcg3b"
"fst35",8,2,NA,"bk83p",32,5,"kcg3b"
"puxgj",29,2,2,"bgqxt",55,5,"kcg3b"
"g7fio",60,1,3,"kcg3b",NA,3,"kcg3b"
"qtb67",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"psygz",4,1,NA,"ny50p",30,5,"z70q4"
"ks36r",19,1,NA,"ftt4e",63,9,"kcg3b"
"r6du1",21,1,NA,"e7z4g",39,4,"nl88e"
"wtjk4",13,2,NA,"zwt2q",24,5,"csszb"
"g5rmi",23,1,NA,"p934y",57,8,"vz06y"
"lpl55",32,2,4,"kcg3b",NA,NA,"kcg3b"
"rfbv3",33,2,4,"r8jx4",62,4,"kcg3b"
"z9n5m",10,1,NA,"vvfvo",30,3,"bvf08"
"p5x1w",19,2,NA,"fhkz9",53,6,"itg54"
"mwm52",35,2,4,"qb34v",58,3,"kcg3b"
"t3bje",6,2,NA,"v6xc9",34,8,"lemrr"
"hykwo",2,2,NA,"e2pig",23,4,"w2cow"
"nsz3y",5,2,NA,"pru3f",29,4,"sbzta"
"ngal2",5,2,NA,"hsrfl",31,3,"fdutc"
"fj29g",65,1,8,"kcg3b",NA,2,"kcg3b"
"wt1sz",11,2,NA,"wbulh",41,4,"kcg3b"
"ycwew",1,1,NA,"gw29b",19,1,"kcg3b"
"cuygb",-2,1,NA,"kcg3b",NA,NA,"kcg3b"
"wpn94",13,2,NA,"cmaep",33,5,"y638y"
"vdyrg",35,1,2,"kcg3b",NA,5,"kcg3b"
"nbgo2",19,1,NA,"kcg3b",NA,NA,"kcg3b"
"kllwb",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"yk63m",11,1,NA,"rprc8",31,4,"lkswv"
"v76qr",9,1,NA,"isdok",35,3,"nfazu"
"wm3u2",17,2,NA,"mwnia",47,11,"s4k8n"
"km1ex",3,1,NA,"kdozv",34,7,"ra07g"
"smxs6",25,2,3,"kcg3b",NA,8,"kcg3b"
"c9myw",2,2,NA,"ipnet",21,2,"ol78n"
"jq03r",2,2,NA,"gt3v8",19,1,"kota7"
"klo06",10,1,NA,"n37by",36,6,"ed1hz"
"l7r3t",27,2,1,"kcg3b",NA,1,"kcg3b"
"h3bb7",58,2,5,"kcg3b",NA,4,"kcg3b"
"mx6bm",37,2,0,"qoyp3",54,3,"kcg3b"
"y27xc",32,2,5,"kcg3b",NA,4,"kcg3b"
"llaox",22,2,2,"kcg3b",NA,NA,"kcg3b"
"cjct4",19,1,NA,"h858k",55,8,"opdv0"
"se85w",26,2,1,"kcg3b",NA,NA,"kcg3b"
"mkqnn",15,1,NA,"x9urh",38,8,"mult9"
"a1hc4",23,2,2,"kcg3b",NA,4,"kcg3b"
"onmwh",9,2,NA,"ceynl",29,3,"fi1zb"
"bpa3j",8,2,NA,"q0x3t",51,10,"aam5r"
"ywloz",21,2,1,"nd8mu",45,5,"nsjjd"
"gq5p8",55,1,5,"kcg3b",NA,3,"kcg3b"
"s55fi",40,1,4,"kcg3b",NA,2,"kcg3b"
"fgefy",9,1,NA,"o1de7",30,4,"w644i"
"z0any",35,2,6,"kcg3b",NA,10,"kcg3b"
"yw9jj",11,2,NA,"mwm52",35,4,"ne0vw"
"qgrwg",35,2,4,"kcg3b",NA,NA,"kcg3b"
"mfyf0",25,1,0,"kcg3b",NA,4,"kcg3b"
"isys0",25,2,6,"kcg3b",NA,NA,"kcg3b"
"susvx",9,1,NA,"vbicu",30,4,"d9id3"
"yew9x",26,2,3,"kcg3b",NA,2,"kcg3b"
"o2sb4",3,2,NA,"jkpfc",24,4,"hznxr"
"eyan4",36,2,3,"xgtw5",53,2,"f5fik"
"i0sut",19,1,NA,"fn984",35,7,"kcg3b"
"uidaa",1,1,NA,"oxyah",37,5,"xl0uc"
"dzo1x",9,2,NA,"pm6js",53,5,"kcg3b"
"nlrxv",2,1,NA,"ooek5",30,4,"z8o74"
"or90x",1,1,NA,"q1atv",31,5,"wn38c"
"e8ftb",48,1,6,"kcg3b",NA,6,"kcg3b"
"p2sa7",1,2,NA,"b5irv",22,1,"tai68"
"c6fuv",33,1,5,"kcg3b",NA,8,"kcg3b"
"tjo6u",3,2,NA,"m2pj5",25,3,"kcg3b"
"inqra",27,1,3,"kcg3b",NA,6,"kcg3b"
"q4tue",3,1,NA,"a2abj",22,3,"i21ob"
"i7fvs",35,1,3,"kcg3b",NA,5,"kcg3b"
"b7a9s",27,2,3,"kcg3b",NA,2,"kcg3b"
"gjr4a",52,1,6,"kcg3b",NA,5,"kcg3b"
"up3zr",35,2,3,"kcg3b",NA,4,"kcg3b"
"bs7un",1,1,NA,"dfn8o",48,3,"he99n"
"q12ni",37,2,6,"kcg3b",NA,2,"kcg3b"
"fbg1p",4,2,NA,"jg2us",29,4,"altk7"
"gu19v",52,1,7,"kcg3b",NA,1,"kcg3b"
"fliaa",27,2,3,"kcg3b",NA,6,"kcg3b"
"qjg5s",3,1,NA,"ybb9j",24,2,"kcg3b"
"ffytd",14,1,NA,"ujdta",37,7,"kcg3b"
"db6p2",9,2,NA,"jsfne",26,3,"kcg3b"
"sqvv8",13,2,NA,"kcg3b",NA,NA,"kcg3b"
"olnnh",2,2,NA,"llaox",22,2,"kcg3b"
"a5mka",50,2,5,"kcg3b",NA,8,"kcg3b"
"qo2na",55,2,3,"kcg3b",NA,2,"kcg3b"
"fxfeu",5,2,NA,"ex2q3",31,5,"e475j"
"zhyqw",74,1,6,"kcg3b",NA,2,"kcg3b"
"do2mo",21,2,1,"kcg3b",NA,7,"kcg3b"
"xju04",20,2,NA,"zr4cn",-2,8,"kcg3b"
"jwphi",39,1,5,"kcg3b",NA,1,"kcg3b"
"kdniy",19,2,1,"kcg3b",NA,3,"kcg3b"
"mc6h3",1,1,NA,"esipk",25,3,"kcg3b"
"e51rm",13,1,NA,"t79hh",37,3,"kcg3b"
"s2abt",4,1,NA,"z9z0g",26,3,"w6wpd"
"gxwti",8,2,NA,"qqvrn",40,9,"kcg3b"
"y8vi5",35,2,0,"kcg3b",NA,3,"kcg3b"
"r7y2n",30,1,5,"kcg3b",NA,7,"kcg3b"
"wde5j",39,1,3,"kcg3b",NA,1,"kcg3b"
"n6jrs",39,2,2,"kcg3b",NA,6,"kcg3b"
"rdzkv",-2,2,NA,"kcg3b",NA,NA,"kcg3b"
"q9ay4",31,1,5,"kcg3b",NA,4,"kcg3b"
"nx6d9",33,1,NA,"sayab",57,4,"kcg3b"
"boscw",3,2,NA,"svfdb",23,2,"vnre8"
"hywic",21,2,2,"kcg3b",NA,6,"kcg3b"
"lyatx",9,2,NA,"iydx8",29,4,"tg325"
"vichj",7,1,NA,"jklt2",58,8,"kcg3b"
"grupp",16,1,NA,"fc8rp",35,7,"kcg3b"
"hmh02",17,2,NA,"ndhqx",53,5,"kbk0e"
"ycco0",7,1,NA,"l3dym",27,5,"bc4hp"
"q27mo",87,2,2,"kcg3b",NA,1,"kcg3b"
"d8dce",2,2,NA,"v76dp",21,1,"kcg3b"
"afnfl",10,2,NA,"yfnn2",46,4,"zmavz"
"t91mi",13,2,NA,"oagyh",55,8,"fbpst"
"s3y9w",27,2,4,"kcg3b",NA,6,"kcg3b"
"id7dp",7,2,NA,"iakqz",28,3,"kcg3b"
"lcs02",16,1,NA,"kcg3b",NA,NA,"kcg3b"
"aqizu",17,2,0,"kcg3b",NA,7,"kcg3b"
"fupa5",19,2,1,"kcg3b",NA,5,"kcg3b"
"xa9ba",2,1,NA,"m6hso",21,1,"kcg3b"
"thjou",3,2,NA,"x5rid",28,2,"kcg3b"
"k7rpz",1,2,NA,"p31sw",20,1,"yb0d1"
"eni3b",34,2,1,"kcg3b",NA,3,"kcg3b"
"de0wz",7,1,NA,"j31km",45,9,"x7o6z"
"wi29p",41,2,4,"kcg3b",NA,1,"kcg3b"
"sdlcm",22,2,0,"kcg3b",NA,7,"kcg3b"
"n3ruj",57,2,12,"kcg3b",NA,3,"kcg3b"
"edvnc",2,2,NA,"h0aeu",44,7,"niy6n"
"w7ou8",53,1,4,"kcg3b",NA,2,"kcg3b"
"t2uol",7,2,NA,"llo9e",24,3,"oa5zk"
"snlqm",14,1,NA,"oshqi",42,2,"xoqqm"
"okjr9",5,2,NA,"wmotz",32,6,"kblj7"
"njw3a",1,1,NA,"gnd2k",20,1,"kcg3b"
"n68in",61,1,10,"kcg3b",NA,5,"kcg3b"
"eitrl",29,2,2,"kcg3b",NA,5,"kcg3b"
"ghhn9",38,1,3,"gyc46",47,8,"kcg3b"
"ie235",21,2,NA,"aybyo",37,5,"vhdnq"
"y9xjd",52,1,6,"kcg3b",NA,4,"kcg3b"
"i2xen",5,2,NA,"la51p",23,4,"rq9bl"
"y2b6v",2,1,NA,"ev0sj",21,3,"sfr15"
"c8vhb",40,2,2,"kcg3b",NA,2,"kcg3b"
"y403b",25,1,1,"kcg3b",NA,NA,"kcg3b"
"k7gy3",8,2,NA,"axg7r",26,3,"kcg3b"
"cr548",15,1,NA,"li4qq",38,3,"kcg3b"
"tv71e",17,1,NA,"y5mfj",46,9,"vgthu"
"sxd2g",7,2,NA,"d2fp5",27,2,"tp905"
"av621",4,1,NA,"pymtw",20,1,"kcg3b"
"nnxpc",3,1,NA,"yeh7a",37,3,"kcg3b"
"powub",7,1,NA,"ceynl",29,3,"fi1zb"
"zzqqc",5,2,NA,"cg2bb",29,4,"sm3gd"
"sp4da",5,2,NA,"wmi5z",33,5,"fu1wq"
"qh2gv",37,1,1,"kcg3b",NA,7,"kcg3b"
"w3xcd",53,1,9,"kcg3b",NA,5,"kcg3b"
"i0v0e",18,2,NA,"fp9ah",34,6,"rlt2t"
"drbf7",23,1,0,"kcg3b",NA,NA,"kcg3b"
"cu2e5",29,1,0,"kcg3b",NA,3,"kcg3b"
"vhxx9",4,2,NA,"yamnt",24,3,"pe6ab"
"kblj7",35,1,6,"kcg3b",NA,6,"kcg3b"
"r8f49",27,2,3,"kcg3b",NA,6,"kcg3b"
"xil8e",10,1,NA,"q6evj",33,3,"sdte0"
"bo97z",69,1,6,"kcg3b",NA,2,"kcg3b"
"q5613",6,1,NA,"k7grq",27,2,"e3mw3"
"zlhzq",14,2,NA,"kdozv",34,7,"ra07g"
"nurhe",29,2,3,"kcg3b",NA,4,"kcg3b"
"qlfnj",67,1,3,"kcg3b",NA,2,"kcg3b"
"hjqtl",7,2,NA,"idkj6",33,8,"kcg3b"
"f3tt8",10,2,NA,"s6nk0",33,4,"kcg3b"
"vfiuw",37,1,4,"kcg3b",NA,5,"kcg3b"
"wdt68",16,2,NA,"t4rrn",57,6,"k2gv7"
"uxl9v",5,2,NA,"yxl5x",31,7,"kcg3b"
"c26b0",17,1,NA,"rpc52",40,5,"kcg3b"
"fmt15",0,2,NA,"cg2bb",29,4,"sm3gd"
"xr5tq",38,2,4,"kcg3b",NA,3,"kcg3b"
"mujs1",48,2,2,"kcg3b",NA,4,"kcg3b"
"xk3tr",25,2,4,"kcg3b",NA,4,"kcg3b"
"u0exb",10,2,NA,"t1jeh",37,6,"gqcvk"
"l07cm",20,2,1,"kcg3b",NA,9,"kcg3b"
"nx0a8",14,1,NA,"txsqw",51,8,"yow8h"
"eo9da",47,2,1,"nxnto",64,2,"c1376"
"igdpi",49,2,7,"kcg3b",NA,3,"kcg3b"
"atu9f",5,1,NA,"lkbv5",24,2,"kcg3b"
"mzh1m",28,2,2,"kcg3b",NA,6,"kcg3b"
"q5r4g",32,1,4,"kcg3b",NA,4,"kcg3b"
"btdcf",27,1,0,"kcg3b",NA,7,"kcg3b"
"rg7ef",37,2,4,"eo0yw",60,6,"kcg3b"
"y1wvh",14,2,NA,"ho947",54,6,"kcg3b"
"dxvxn",44,2,3,"kcg3b",NA,1,"kcg3b"
"ulvjc",37,1,4,"kcg3b",NA,4,"kcg3b"
"fjlvd",12,1,NA,"zk30b",43,4,"kcg3b"
"iav06",45,2,4,"kcg3b",NA,2,"kcg3b"
"uxlk0",23,1,0,"kcg3b",NA,6,"kcg3b"
"c6dnx",10,1,NA,"f1f64",31,4,"zh7u2"
"ahrmy",12,2,NA,"hvdtv",39,8,"kcg3b"
"mqcma",71,2,5,"kcg3b",NA,1,"kcg3b"
"wcex9",53,1,4,"kcg3b",NA,4,"kcg3b"
"jkfc0",33,2,4,"kcg3b",NA,3,"kcg3b"
"gsuuh",39,2,5,"kcg3b",NA,4,"kcg3b"
"e4acv",28,1,0,"kcg3b",NA,7,"kcg3b"
"q7fv7",13,2,NA,"yke3d",39,5,"kcg3b"
"m7nc7",45,1,2,"kcg3b",NA,3,"kcg3b"
"a7se3",0,2,NA,"ej5f3",27,4,"w4khw"
"w2obr",39,1,5,"kcg3b",NA,9,"kcg3b"
"ofxld",7,1,NA,"hsrfl",31,3,"fdutc"
"p4pkk",17,1,NA,"gwstt",47,6,"kcg3b"
"vo5fb",25,1,0,"kcg3b",NA,8,"kcg3b"
"wjsig",13,2,NA,"jn2ev",49,6,"dzkpi"
"ig742",29,1,2,"kcg3b",NA,1,"kcg3b"
"oek7s",33,1,NA,"f6tdg",59,6,"vspvg"
"bktg9",12,2,NA,"mcbhb",48,7,"a4fdc"
"u93dn",10,1,NA,"tvaly",27,3,"kcg3b"
"jsw2s",6,1,NA,"xqnn6",27,2,"kcg3b"
"o43k5",15,1,NA,"dw2lb",30,3,"wnbfo"
"re1pq",22,2,NA,"kcg3b",NA,NA,"kcg3b"
"uusgu",24,2,3,"zt3z9",45,10,"kcg3b"
"sxn0c",57,2,7,"kcg3b",NA,2,"kcg3b"
"oxwvc",34,1,1,"kcg3b",NA,NA,"kcg3b"
"nhr4p",20,2,1,"kcg3b",NA,8,"kcg3b"
"cu9l5",13,2,NA,"izd14",45,7,"kcg3b"
"gnd2k",20,2,1,"kcg3b",NA,7,"kcg3b"
"k0kcr",23,1,2,"kcg3b",NA,9,"kcg3b"
"quzkj",6,1,NA,"dap71",33,8,"kcg3b"
"eu7vc",18,2,2,"kcg3b",NA,NA,"kcg3b"
"lkfmx",8,2,NA,"vlg24",47,9,"kcg3b"
"knwkz",7,2,NA,"jvyoo",23,3,"q8rta"
"w36ee",4,2,NA,"dy5hw",24,2,"cuvm9"
"wxk9n",3,2,NA,"np3at",24,3,"gslaq"
"puzvt",5,1,NA,"wolil",45,4,"flp7h"
"nya4l",1,1,NA,"g00bj",33,4,"rf77y"
"ekx4o",11,2,NA,"pmgbh",45,6,"qqx6b"
"a6qi6",1,2,NA,"gidgl",42,10,"kcg3b"
"m43dd",2,2,NA,"k0fwz",17,2,"kcg3b"
"dceip",31,2,NA,"kddbh",57,4,"kcg3b"
"gb3xn",22,2,NA,"ur18t",42,4,"pebja"
"ohhdg",9,1,NA,"rv4nx",42,6,"yvuxu"
"kf716",33,1,3,"kcg3b",NA,7,"kcg3b"
"dauqa",33,2,6,"kcg3b",NA,3,"kcg3b"
"si0za",46,2,10,"kcg3b",NA,4,"kcg3b"
