"RP_INC_LOG","HP_INC_LOG","CF_INC_LOG","RF_AGE","RF_AGE_DEATH","RF_YRS_SINCE_DEATH","RM_AGE","RM_AGE_DEATH","RM_YRS_SINCE_DEATH","HF_AGE","HF_AGE_DEATH","HF_YRS_SINCE_DEATH","HM_AGE","HM_AGE_DEATH","HM_YRS_SINCE_DEATH","HUS_AGE","RESP_AGE"
8.51719319141624,NA,10.8395809117065,NA,55,25,NA,75,2,NA,NA,30,NA,NA,27,55,49
10.4341158035983,NA,10.3089526606443,NA,80,19,86,NA,NA,NA,50,55,NA,65,30,75,61
9.51782507172414,10.7995755770928,9.90348755253613,NA,60,40,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
10.6454248972655,8.69951474821019,11.1562505210315,65,NA,NA,50,NA,NA,79,NA,NA,NA,65,6,39,36
9.90348755253613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
NA,NA,NA,55,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,21
9.90348755253613,NA,9.61580548008435,NA,85,14,95,NA,NA,NA,65,NA,NA,90,18,60,50
11.0508900053737,11.289781913656,11.3736633976367,NA,60,7,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
8.69951474821019,NA,8.00636756765025,NA,65,2,55,NA,NA,NA,60,NA,62,NA,NA,35,34
11.0020998412042,9.90348755253613,12.1652506510099,60,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
10.4912742174382,9.7981270368783,10.4912742174382,85,NA,NA,NA,40,15,NA,NA,NA,NA,NA,NA,NA,44
9.61580548008435,11.0020998412042,10.4516089610458,95,NA,NA,80,NA,NA,NA,80,18,NA,75,7,55,42
10.3089526606443,NA,10.4912742174382,75,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
11.6952470217642,NA,11.6952470217642,NA,68,8,NA,70,3,NA,70,7,58,NA,NA,45,40
9.21034037197618,NA,9.39266192877014,NA,90,20,NA,100,12,NA,100,12,NA,95,6,NA,59
11.3385720778255,9.90348755253613,10.1266311038503,80,NA,NA,70,NA,NA,NA,70,25,NA,70,12,50,41
10.8197782844103,NA,12.4632929331743,NA,80,5,NA,60,8,NA,NA,NA,NA,NA,NA,NA,48
10.1266311038503,NA,12.3371009079366,NA,78,1,65,NA,NA,87,NA,NA,67,NA,NA,40,37
8.51719319141624,9.7981270368783,10.8395809117065,NA,75,16,NA,80,20,NA,NA,25,75,NA,NA,57,56
10.4042628404486,NA,NA,56,NA,NA,47,NA,NA,65,NA,NA,58,NA,NA,39,20
9.7981270368783,NA,10.6454248972655,NA,100,3,NA,92,1,NA,95,16,NA,80,14,NA,49
NA,NA,9.98044859367226,NA,65,22,68,NA,NA,NA,50,38,73,NA,NA,50,44
NA,NA,NA,NA,70,3,NA,55,10,NA,80,10,NA,70,3,60,54
NA,NA,12.3883942023241,NA,78,10,75,NA,NA,NA,85,19,NA,75,20,70,53
9.17988116449147,NA,11.0020998412042,NA,60,39,82,NA,NA,NA,76,20,90,NA,NA,65,55
NA,NA,12.1007121298723,NA,80,12,NA,60,15,NA,55,45,NA,22,65,NA,64
9.95227771670556,NA,11.1844213979982,85,NA,NA,70,NA,NA,81,NA,NA,70,NA,NA,40,38
NA,10.77895628989,NA,NA,70,20,NA,65,19,NA,70,20,NA,60,18,72,61
9.0595174822416,9.03598698483141,10.9681982895286,NA,75,15,NA,80,10,NA,NA,NA,NA,NA,NA,NA,64
NA,NA,10.2284654097316,NA,50,25,NA,70,5,NA,75,6,NA,65,10,26,50
9.39266192877014,NA,9.39266192877014,NA,76,8,NA,45,30,NA,77,11,NA,80,3,60,53
NA,NA,10.1425044530066,NA,69,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
11.2252433925184,10.4912742174382,10.0858091093301,75,NA,NA,62,NA,NA,NA,62,22,80,NA,NA,42,36
NA,NA,8.51719319141624,NA,65,20,NA,18,40,NA,NA,NA,NA,NA,NA,NA,42
10.1266311038503,10.3089526606443,11.5935833679877,NA,60,38,NA,75,14,NA,NA,38,NA,NA,10,70,62
10.8197782844103,11.0020998412042,11.6952470217642,70,NA,NA,60,NA,NA,NA,90,9,85,NA,NA,NA,42
NA,NA,NA,NA,70,25,NA,80,4,NA,NA,NA,NA,70,18,54,52
11.4295438560312,10.9150884642146,11.4403547721354,65,NA,NA,50,NA,NA,74,NA,NA,62,NA,NA,43,34
12.7938593104323,12.3883942023241,11.6952470217642,60,NA,NA,50,NA,NA,80,NA,NA,55,NA,NA,29,23
NA,NA,11.3385720778255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
NA,NA,NA,70,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
11.5129254649702,11.5521461781235,12.5567295171433,70,NA,NA,65,NA,NA,NA,NA,25,NA,NA,20,40,34
11.8493977015914,8.85366542803745,8.29404964010203,80,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
NA,NA,9.39266192877014,72,NA,NA,65,NA,NA,NA,70,15,NA,75,3,51,39
10.3089526606443,10.2399597891573,9.7981270368783,69,NA,NA,56,NA,NA,74,NA,NA,68,NA,NA,37,24
10.3089526606443,10.77895628989,12.3883942023241,NA,90,13,60,NA,NA,80,NA,NA,70,NA,NA,40,35
10.3089526606443,NA,11.6613454700885,75,NA,NA,60,NA,NA,NA,69,10,67,NA,NA,38,27
9.12695876303713,NA,11.1844213979982,NA,60,11,NA,60,9,NA,NA,NA,NA,NA,NA,NA,63
12.9945300058944,NA,13.0689626006772,NA,75,3,65,NA,NA,NA,NA,27,90,NA,NA,48,40
NA,NA,9.21034037197618,NA,45,50,NA,60,20,NA,NA,NA,NA,75,3,65,51
10.9331069697173,9.68034400122192,NA,70,NA,NA,50,NA,NA,NA,75,5,65,NA,NA,32,26
NA,NA,NA,65,NA,NA,48,NA,NA,55,NA,NA,45,NA,NA,28,28
10.4912742174382,10.6454248972655,11.6952470217642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
9.39266192877014,NA,10.1266311038503,NA,60,4,64,NA,NA,NA,50,15,NA,55,20,60,50
8.51719319141624,9.21034037197618,11.3385720778255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
9.61580548008435,9.90348755253613,10.9681982895286,NA,NA,35,NA,NA,20,NA,NA,20,NA,NA,16,NA,61
9.61580548008435,8.51719319141624,9.90348755253613,75,NA,NA,60,NA,NA,NA,50,40,80,NA,NA,48,39
10.77895628989,NA,12.1007121298723,70,NA,NA,60,NA,NA,NA,60,12,NA,50,15,46,34
NA,NA,NA,NA,60,38,NA,62,20,NA,NA,NA,NA,NA,NA,NA,49
10.8395809117065,NA,11.5898865061064,NA,70,14,NA,60,7,NA,80,20,70,NA,NA,45,44
11.4295438560312,10.4912742174382,11.1844213979982,67,NA,NA,55,NA,NA,NA,54,12,78,NA,NA,52,41
NA,NA,8.1605182474775,90,NA,NA,85,NA,NA,NA,85,6,90,NA,NA,41,37
11.9479493753199,NA,10.4912742174382,NA,58,2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
10.77895628989,9.90348755253613,9.90348755253613,NA,60,10,65,NA,NA,NA,70,20,80,NA,NA,46,38
11.8350089641393,9.61580548008435,12.3883942023241,50,NA,NA,45,NA,NA,65,NA,NA,55,NA,NA,29,25
12.8346813049525,11.9316357998284,11.47210347045,60,NA,NA,45,NA,NA,80,NA,NA,NA,44,35,40,28
NA,8.51719319141624,12.3883942023241,NA,70,10,70,NA,NA,75,NA,NA,NA,55,10,42,50
9.47270463644367,9.61580548008435,10.1658518170036,NA,67,22,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
10.4912742174382,9.90348755253613,9.61580548008435,NA,70,25,NA,90,2,NA,NA,25,NA,NA,15,65,57
NA,NA,10.1023384112813,NA,74,3,NA,70,8,NA,80,22,NA,73,20,64,54
8.47637119689598,NA,11.2252433925184,70,NA,NA,65,NA,NA,NA,NA,12,85,NA,NA,51,43
9.57498348556409,10.0858091093301,9.7981270368783,50,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
10.0858091093301,NA,10.4912742174382,NA,70,20,NA,25,53,NA,NA,NA,NA,NA,NA,NA,54
9.21034037197618,8.51719319141624,11.0020998412042,NA,85,13,75,NA,NA,NA,50,30,NA,70,7,60,51
9.7981270368783,9.95227771670556,9.89343721668263,87,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
9.61580548008435,9.90348755253613,11.8775685785581,NA,45,30,NA,30,55,NA,NA,NA,NA,NA,NA,NA,60
NA,NA,11.1844213979982,NA,60,4,65,NA,NA,70,NA,NA,65,NA,NA,55,43
10.5966347330961,10.8354941408503,12.1652506510099,80,NA,NA,70,NA,NA,78,NA,NA,57,NA,NA,31,25
NA,8.51719319141624,10.3089526606443,NA,85,3,75,NA,NA,NA,65,12,NA,40,20,50,37
10.7144177687525,10.4912742174382,11.0974100210086,NA,60,62,NA,38,25,NA,75,15,NA,66,3,48,42
NA,NA,NA,NA,90,18,NA,78,19,NA,NA,NA,NA,NA,NA,NA,50
NA,NA,9.90348755253613,NA,70,22,NA,60,27,NA,80,12,NA,70,11,54,48
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
9.5915127875153,NA,10.0858091093301,102,NA,NA,80,NA,NA,NA,45,40,NA,40,30,55,49
13.0980706848353,9.21034037197618,NA,55,NA,NA,50,NA,NA,63,NA,NA,54,NA,NA,29,28
10.3089526606443,10.3089526606443,10.6454248972655,NA,72,5,70,NA,NA,97,NA,NA,90,NA,NA,53,42
NA,NA,11.5521461781235,NA,70,35,NA,60,36,NA,NA,NA,NA,90,22,67,57
11.1844213979982,NA,12.1007121298723,NA,70,13,NA,65,2,NA,NA,30,NA,50,20,50,42
10.1266311038503,NA,9.61580548008435,NA,65,12,70,NA,NA,NA,60,20,77,NA,NA,42,36
NA,9.7981270368783,12.7938593104323,60,NA,NA,55,NA,NA,NA,77,NA,NA,67,NA,45,34
11.6082356447746,11.0031992366475,12.7938593104323,NA,73,7,65,NA,NA,70,NA,NA,60,NA,NA,42,33
11.3621025752356,13.308012724291,13.4870064909922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
8.00636756765025,NA,9.39266192877014,NA,80,10,70,NA,NA,NA,NA,70,NA,70,13,75,60
8.00636756765025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
NA,NA,11.2797315778025,NA,95,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
8.69951474821019,8.00636756765025,11.0020998412042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
NA,NA,11.7117763237154,NA,NA,20,70,NA,NA,NA,NA,NA,NA,NA,20,60,51
10.6919449129004,NA,10.9681982895286,73,NA,NA,64,NA,NA,75,NA,NA,68,NA,NA,39,25
NA,NA,12.6115377536383,85,NA,NA,64,NA,NA,NA,78,4,NA,67,6,48,36
10.0858091093301,7.78322401633604,10.77895628989,70,NA,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,39
NA,8.66561319653451,10.0858091093301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,61
NA,NA,10.0858091093301,NA,50,50,NA,60,30,NA,NA,50,NA,NA,30,NA,57
10.8197782844103,10.5966347330961,10.3089526606443,NA,70,23,NA,65,22,NA,90,15,NA,80,14,75,67
10.1266311038503,11.3022044336546,11.6952470217642,46,NA,NA,40,NA,NA,60,NA,NA,57,NA,NA,29,22
10.77895628989,11.2252433925184,10.1266311038503,NA,70,2,65,NA,NA,NA,80,13,NA,75,3,52,47
NA,NA,NA,60,NA,NA,50,NA,NA,NA,50,25,80,NA,NA,40,34
10.1811192891344,NA,NA,80,NA,NA,65,NA,NA,NA,80,24,96,NA,NA,50,44
NA,NA,NA,NA,50,13,NA,55,1,NA,65,12,70,NA,NA,45,38
10.1658518170036,6.90775527898214,11.5028751291167,50,NA,NA,40,NA,NA,NA,75,10,60,NA,NA,40,33
NA,NA,NA,NA,50,56,NA,70,8,NA,60,40,90,NA,NA,70,59
9.21034037197618,NA,9.61580548008435,85,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,41,37
9.90348755253613,10.0432494949113,9.7981270368783,NA,73,35,NA,67,32,NA,NA,NA,NA,NA,NA,NA,58
10.7144177687525,9.90348755253613,11.2384886192685,NA,85,7,90,NA,NA,NA,80,17,NA,75,16,72,59
6.90775527898214,NA,11.1844213979982,NA,85,7,95,NA,NA,NA,80,20,NA,95,13,NA,59
9.85219425814858,11.1562505210315,11.5521461781235,NA,100,4,NA,85,7,NA,50,44,NA,44,20,65,58
11.7035458245789,NA,11.2644641056717,80,NA,NA,70,NA,NA,80,NA,NA,75,NA,NA,45,40
11.6952470217642,10.4912742174382,11.0020998412042,NA,70,30,NA,60,28,NA,NA,40,NA,NA,40,NA,60
NA,9.21034037197618,11.1844213979982,68,NA,NA,NA,56,3,70,NA,NA,62,NA,NA,50,39
NA,NA,9.62905070683437,NA,71,8,80,NA,NA,NA,64,15,80,NA,NA,67,47
NA,NA,9.47270463644367,NA,59,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
11.5028751291167,11.8493977015914,11.8775685785581,70,NA,NA,60,NA,NA,66,NA,NA,58,NA,NA,36,30
NA,NA,NA,NA,80,16,80,NA,NA,NA,65,30,NA,60,10,64,57
NA,NA,11.3385720778255,NA,65,10,75,NA,NA,NA,NA,30,NA,NA,30,60,52
11.1272629841582,8.98719682066197,12.1756134380455,NA,90,8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
9.21034037197618,10.4631033404715,10.0858091093301,NA,80,20,NA,80,13,80,NA,NA,65,NA,NA,NA,52
9.9560800026553,NA,11.0974100210086,NA,NA,38,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
10.1266311038503,10.0858091093301,10.8967393255464,NA,60,5,NA,55,4,NA,69,9,66,NA,NA,50,43
NA,NA,13.3046849341983,NA,60,16,NA,30,35,NA,70,7,70,NA,NA,48,42
9.39266192877014,9.7981270368783,12.6115377536383,60,NA,NA,50,NA,NA,64,NA,NA,55,NA,NA,32,30
NA,NA,9.21034037197618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
11.8775685785581,NA,NA,52,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
12.8346813049525,11.6082356447746,11.7035458245789,95,NA,NA,NA,66,20,NA,95,26,NA,90,12,66,53
11.6952470217642,NA,NA,56,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
NA,NA,NA,55,NA,NA,50,NA,NA,NA,65,18,NA,60,3,45,38
11.4927227576527,11.5327280922664,12.0317192583854,NA,70,10,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
9.21034037197618,NA,NA,70,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
8.51719319141624,8.51719319141624,10.3089526606443,NA,70,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
11.0020998412042,11.0020998412042,11.9576112862317,85,NA,NA,70,NA,NA,84,NA,NA,76,NA,NA,52,47
10.3089526606443,11.3736633976367,12.1007121298723,72,NA,NA,66,NA,NA,82,NA,NA,76,NA,NA,40,35
9.90348755253613,10.3089526606443,10.5966347330961,NA,90,10,NA,50,45,NA,NA,37,NA,NA,9,55,51
NA,NA,8.51719319141624,NA,NA,15,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
9.90348755253613,9.90348755253613,11.4510500612521,NA,50,42,95,NA,NA,NA,NA,32,NA,NA,40,60,52
9.61580548008435,10.8967393255464,11.5898865061064,70,NA,NA,57,NA,NA,65,NA,NA,52,NA,NA,NA,23
10.4912742174382,11.0020998412042,11.3850920934603,NA,60,9,60,NA,NA,70,NA,NA,50,NA,NA,35,30
11.4295438560312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
10.6454248972655,NA,13.0815413828841,92,NA,NA,NA,35,35,NA,NA,NA,NA,NA,NA,NA,34
8.00636756765025,10.1811192891344,12.8038096412855,75,NA,NA,NA,50,8,NA,NA,NA,NA,NA,NA,46,42
NA,NA,10.77895628989,65,NA,NA,50,NA,NA,70,NA,NA,55,NA,NA,32,27
11.1853376447825,9.39266192877014,11.6957968705696,70,NA,NA,55,NA,NA,74,NA,NA,64,NA,NA,35,27
9.21034037197618,NA,11.6952470217642,60,NA,NA,45,NA,NA,76,88,NA,NA,45,20,39,24
9.90348755253613,11.4075649493124,12.6443275764613,60,NA,NA,50,NA,NA,NA,NA,30,70,NA,NA,40,31
9.61580548008435,9.21034037197618,10.3089526606443,NA,90,20,NA,95,15,NA,90,18,NA,80,15,NA,56
NA,NA,9.39266192877014,NA,45,40,NA,40,35,NA,NA,NA,NA,NA,NA,NA,61
10.4912742174382,10.4912742174382,12.3883942023241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
NA,10.1266311038503,12.1007121298723,NA,NA,32,65,NA,NA,75,NA,NA,60,NA,NA,36,35
NA,NA,11.1844213979982,NA,50,10,NA,25,38,NA,NA,NA,NA,NA,NA,NA,41
9.21034037197618,NA,11.0974100210086,NA,55,27,NA,60,14,NA,70,15,NA,75,9,44,33
NA,NA,NA,NA,70,4,NA,50,7,NA,NA,NA,NA,NA,NA,NA,54
NA,NA,NA,50,NA,NA,35,NA,NA,NA,70,8,60,NA,NA,33,19
8.00636756765025,9.61580548008435,11.6952470217642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
NA,NA,NA,NA,60,17,75,NA,NA,NA,80,10,NA,75,12,53,54
10.3089526606443,11.0020998412042,10.3089526606443,53,NA,NA,45,NA,NA,50,NA,NA,46,NA,NA,25,23
NA,NA,10.1735146897492,NA,45,50,NA,70,20,NA,NA,NA,NA,NA,NA,NA,54
10.77895628989,11.3504065354725,11.6952470217642,70,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
11.3504065354725,NA,10.7363966754712,75,NA,NA,NA,61,3,NA,80,6,NA,67,9,42,39
8.51719319141624,8.51719319141624,8.98719682066197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
9.99879773234045,9.21034037197618,11.47210347045,50,NA,NA,40,NA,NA,82,NA,NA,70,NA,NA,38,26
10.0858091093301,NA,10.7872550927047,NA,58,22,NA,48,24,NA,60,28,NA,52,24,59,51
10.8197782844103,NA,10.9295291483694,70,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
8.69951474821019,NA,11.1844213979982,82,NA,NA,77,NA,NA,NA,50,45,NA,65,24,63,53
11.3144745262464,NA,12.4607148639038,NA,92,4,NA,70,3,78,NA,NA,60,NA,NA,NA,30
NA,NA,10.8780471925343,NA,60,18,70,NA,NA,NA,64,17,NA,54,18,69,59
8.51719319141624,NA,10.7363966754712,NA,70,15,NA,60,10,NA,NA,NA,NA,NA,NA,NA,64
9.90348755253613,9.90348755253613,10.8395809117065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
9.39266192877014,NA,11.8775685785581,90,NA,NA,NA,76,1,NA,65,35,NA,60,34,60,39
10.4912742174382,10.4912742174382,10.77895628989,NA,80,10,NA,70,3,NA,NA,40,NA,NA,45,75,53
10.3089526606443,10.7872550927047,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
NA,NA,11.3385720778255,NA,70,25,NA,90,8,NA,50,40,NA,45,35,NA,58
NA,NA,9.39266192877014,55,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
10.2035921449865,NA,NA,57,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
NA,NA,10.6454248972655,70,NA,NA,60,NA,NA,60,NA,NA,50,NA,NA,30,27
10.77895628989,11.0020998412042,9.61580548008435,60,NA,NA,NA,35,20,75,NA,NA,65,NA,NA,30,24
9.90348755253613,9.21034037197618,11.0020998412042,NA,NA,49,NA,NA,50,NA,NA,60,NA,80,10,60,49
NA,NA,10.77895628989,NA,45,20,NA,50,4,NA,61,NA,NA,53,NA,33,21
9.90348755253613,9.90348755253613,11.0974100210086,80,NA,NA,60,NA,NA,NA,60,35,NA,70,4,60,38
12.7938593104323,NA,NA,76,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
9.72913416539135,NA,10.0858091093301,NA,73,1,70,NA,NA,NA,57,15,NA,50,10,69,52
9.21034037197618,9.68034400122192,13.3293775467887,NA,NA,40,NA,50,38,NA,NA,40,NA,80,15,65,45
8.00636756765025,NA,9.90348755253613,NA,66,66,NA,66,66,NA,NA,NA,NA,35,37,38,65
11.47210347045,NA,11.1844213979982,70,NA,NA,64,NA,NA,73,NA,NA,64,NA,NA,31,23
12.5496623499203,NA,NA,60,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
10.5966347330961,10.4912742174382,11.0020998412042,70,NA,NA,60,NA,NA,NA,NA,35,NA,NA,40,56,39
11.6952470217642,NA,12.3883942023241,65,NA,NA,42,NA,NA,85,NA,NA,NA,68,2,35,24
8.47637119689598,8.98719682066197,11.289781913656,NA,30,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
10.6454248972655,NA,NA,NA,80,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
12.5061772379805,NA,12.3883942023241,65,NA,NA,NA,49,1,57,NA,NA,49,NA,NA,34,21
11.0020998412042,NA,11.6952470217642,80,NA,NA,NA,70,5,NA,NA,38,60,NA,NA,45,31
9.21034037197618,8.98719682066197,8.85366542803745,NA,45,55,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
11.2252433925184,10.8780471925343,11.1844213979982,NA,66,13,NA,62,11,NA,75,12,NA,72,7,56,42
NA,NA,11.1844213979982,NA,40,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
11.6985748118569,NA,10.3089526606443,70,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
12.0076217068063,11.4824662574855,12.8266491332553,72,NA,NA,60,NA,NA,NA,80,13,NA,78,12,45,39
NA,NA,NA,NA,NA,32,80,NA,NA,NA,NA,16,NA,NA,15,48,43
10.8395809117065,10.77895628989,11.8775685785581,NA,30,45,80,NA,NA,80,NA,NA,76,NA,NA,65,40
8.51719319141624,10.8780471925343,8.51719319141624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
NA,NA,8.51719319141624,NA,50,30,75,NA,NA,NA,60,35,80,NA,NA,65,45
10.7995755770928,11.4075649493124,12.3883942023241,70,NA,NA,50,NA,NA,80,NA,NA,65,NA,NA,43,27
10.4631033404715,10.9150884642146,11.0020998412042,NA,70,2,60,NA,NA,74,NA,NA,62,NA,NA,30,26
NA,NA,NA,NA,90,5,NA,60,30,NA,90,5,NA,80,1,65,53
10.0858091093301,7.78322401633604,11.2252433925184,NA,66,20,70,NA,NA,NA,70,8,80,NA,NA,67,48
10.1266311038503,9.61580548008435,12.3883942023241,85,NA,NA,60,NA,NA,75,NA,NA,70,NA,NA,42,38
11.6952470217642,11.1844213979982,12.1652506510099,NA,90,1,72,NA,NA,NA,85,12,83,NA,NA,46,38
11.1844213979982,10.7363966754712,11.0348896640272,NA,70,10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
9.21034037197618,10.3577428248137,10.0858091093301,NA,55,42,NA,70,7,NA,80,1,76,NA,NA,50,47
11.6952470217642,NA,11.1844213979982,NA,70,7,70,NA,NA,NA,80,6,75,NA,NA,55,43
NA,NA,9.60238245975221,NA,70,39,NA,64,36,NA,81,30,NA,70,24,72,62
12.1007121298723,NA,11.0020998412042,70,NA,NA,55,NA,NA,85,NA,NA,60,NA,NA,35,27
NA,NA,8.51719319141624,NA,68,22,70,NA,NA,NA,45,40,70,NA,NA,48,42
6.21460809842219,NA,8.00636756765025,NA,50,38,NA,45,24,NA,NA,NA,NA,NA,NA,NA,63
10.5966347330961,NA,11.47210347045,78,NA,NA,72,NA,NA,100,NA,NA,NA,70,20,NA,30
8.51719319141624,NA,8.88183630500415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
11.2252433925184,9.39266192877014,10.1266311038503,NA,85,30,NA,80,15,NA,NA,NA,NA,NA,NA,NA,59
12.3458345879053,11.2644641056717,12.3883942023241,54,NA,NA,50,NA,NA,65,NA,NA,60,NA,NA,32,26
10.3089526606443,11.5327280922664,9.39266192877014,80,NA,NA,NA,50,13,78,NA,NA,60,NA,NA,43,32
5.7037824746562,6.90775527898214,9.90348755253613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
9.99879773234045,8.51719319141624,9.21034037197618,NA,60,10,65,NA,NA,NA,70,25,90,NA,NA,60,46
11.4927227576527,NA,NA,52,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
9.61580548008435,9.21034037197618,11.4295438560312,NA,60,18,70,NA,NA,75,NA,NA,65,NA,NA,37,36
9.61580548008435,NA,9.90348755253613,NA,80,3,75,NA,NA,NA,NA,40,85,NA,NA,50,46
9.21034037197618,9.61580548008435,9.61580548008435,NA,55,52,NA,80,2,NA,80,40,NA,60,50,78,54
10.3089526606443,10.4631033404715,9.21034037197618,NA,60,18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
10.5966347330961,10.3089526606443,10.1266311038503,52,NA,NA,46,NA,NA,55,NA,NA,47,NA,NA,27,24
9.28730141311231,8.85366542803745,9.7981270368783,NA,NA,50,72,NA,NA,NA,NA,45,NA,75,6,NA,52
11.0020998412042,6.90775527898214,10.4912742174382,NA,70,25,90,NA,NA,NA,90,15,95,NA,NA,55,45
9.21034037197618,NA,12.1007121298723,NA,75,9,60,NA,NA,NA,NA,30,60,NA,NA,36,31
10.4912742174382,9.21034037197618,9.61580548008435,NA,60,30,85,NA,NA,NA,75,60,NA,26,32,65,52
10.6454248972655,9.21034037197618,11.805595078933,NA,72,25,80,NA,NA,NA,75,26,85,NA,NA,NA,51
9.61580548008435,8.51719319141624,9.39266192877014,NA,60,35,NA,70,17,NA,65,44,NA,50,37,72,53
10.9508065468167,NA,NA,57,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
9.21034037197618,10.4912742174382,10.4912742174382,70,NA,NA,65,NA,NA,NA,70,20,NA,NA,55,58,50
NA,NA,10.4912742174382,NA,75,8,NA,45,16,NA,NA,NA,NA,64,25,65,51
NA,9.90348755253613,11.7117763237154,80,NA,NA,NA,50,15,NA,85,8,70,NA,NA,45,36
6.90775527898214,7.3132203870903,12.4292161968444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
12.9239124386805,10.5966347330961,11.6952470217642,55,NA,NA,45,NA,NA,NA,65,5,52,NA,NA,40,31
11.4295438560312,11.1844213979982,11.3736633976367,NA,67,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
NA,NA,NA,NA,60,14,NA,70,2,NA,70,10,NA,60,9,60,48
11.0020998412042,9.7981270368783,11.0020998412042,65,NA,NA,55,NA,NA,NA,80,6,NA,50,30,42,34
8.47637119689598,9.21034037197618,11.4845259904485,NA,50,21,NA,60,3,NA,NA,NA,NA,NA,NA,NA,41
10.77895628989,10.9852927228879,11.1844213979982,57,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
NA,NA,8.98719682066197,NA,45,50,90,NA,NA,NA,70,13,NA,45,20,80,60
